,0.0,0.0.1,0.1,0.1.1,0.2,0.2.1,0.30000000000000004,0.30000000000000004.1,0.4,0.4.1,0.5,0.5.1,0.6000000000000001,0.6000000000000001.1,0.7000000000000001,0.7000000000000001.1,0.8,0.8.1,0.9,0.9.1,1.0,1.0.1
gene_3_30,1388.0,1869.0,1344.0,1785.0,1428.0,1968.0,1530.0,2179.0,1378.0,1723.0,1969.0,1596.0,1204.0,1502.0,1613.0,1639.0,1409.0,1808.0,1445.0,1354.0,1156.0,2501.0
gene_3_31,132.0,197.0,132.0,206.0,164.0,98.0,267.0,185.0,285.0,257.0,440.0,540.0,1020.0,849.0,726.0,917.0,1884.0,1405.0,3301.0,2581.0,7054.0,6891.0
gene_3_32,682.0,624.0,414.0,383.0,546.0,187.0,161.0,283.0,477.0,614.0,492.0,436.0,479.0,542.0,371.0,291.0,368.0,315.0,283.0,441.0,424.0,472.0
gene_3_33,963.0,837.0,1108.0,1175.0,1187.0,497.0,1380.0,1203.0,1586.0,2168.0,1628.0,2163.0,2027.0,1255.0,1520.0,1043.0,1908.0,977.0,973.0,1475.0,922.0,924.0
gene_3_34,1070.0,959.0,1234.0,1519.0,1708.0,944.0,1421.0,2162.0,1131.0,1255.0,1339.0,2028.0,1269.0,1189.0,1237.0,778.0,1246.0,1458.0,2283.0,1374.0,1080.0,1893.0
gene_3_35,328.0,489.0,830.0,1298.0,2116.0,1957.0,6057.0,6421.0,6191.0,6812.0,8056.0,7381.0,7006.0,6744.0,4136.0,3218.0,2000.0,2000.0,607.0,519.0,182.0,217.0
gene_3_36,2482.0,2561.0,3191.0,3561.0,2588.0,3247.0,2372.0,3524.0,3529.0,2727.0,2573.0,2280.0,1975.0,2594.0,2470.0,2742.0,2748.0,2946.0,2616.0,3297.0,2677.0,3058.0
gene_3_37,537.0,619.0,518.0,730.0,1006.0,1098.0,878.0,1210.0,1113.0,1346.0,1993.0,2158.0,1492.0,2258.0,1278.0,1458.0,1017.0,1174.0,826.0,1276.0,948.0,753.0
gene_3_38,1091.0,1440.0,1773.0,1233.0,1304.0,719.0,1703.0,848.0,1098.0,1625.0,1148.0,1169.0,1294.0,1103.0,851.0,1530.0,608.0,1371.0,1253.0,1106.0,1004.0,1279.0
gene_3_39,495.0,360.0,1106.0,1620.0,2917.0,2838.0,5106.0,4778.0,6962.0,8920.0,5470.0,8357.0,7342.0,8231.0,4788.0,7017.0,10102.0,2655.0,2077.0,3207.0,1521.0,935.0
gene_3_40,4205.0,2342.0,4443.0,5296.0,11690.0,7986.0,2150.0,2993.0,3542.0,4014.0,6097.0,3924.0,4139.0,3592.0,5993.0,4816.0,5976.0,6230.0,3156.0,3352.0,3448.0,5066.0
gene_3_41,1381.0,1456.0,1065.0,894.0,1008.0,915.0,644.0,665.0,576.0,800.0,749.0,871.0,1070.0,1033.0,1266.0,1246.0,1535.0,1744.0,1848.0,2049.0,1674.0,1736.0
gene_3_42,849.0,1100.0,866.0,944.0,1066.0,1044.0,839.0,835.0,989.0,1089.0,1116.0,825.0,1095.0,1026.0,730.0,1025.0,1209.0,1139.0,1055.0,988.0,1250.0,1088.0
gene_3_43,4211.0,3900.0,2254.0,2085.0,1180.0,1019.0,697.0,633.0,500.0,505.0,360.0,553.0,232.0,296.0,245.0,226.0,151.0,218.0,170.0,199.0,191.0,139.0
gene_3_44,575.0,366.0,539.0,375.0,322.0,332.0,340.0,356.0,428.0,789.0,368.0,347.0,395.0,593.0,482.0,419.0,272.0,475.0,365.0,414.0,422.0,241.0
gene_3_45,1789.0,2465.0,1566.0,2877.0,1634.0,1049.0,1840.0,1017.0,1764.0,2890.0,2438.0,875.0,1093.0,1923.0,1201.0,915.0,1194.0,1079.0,608.0,519.0,508.0,878.0
gene_3_46,1522.0,1903.0,1123.0,1107.0,1657.0,713.0,1394.0,902.0,1952.0,1123.0,941.0,2317.0,1946.0,831.0,1591.0,1274.0,1511.0,1256.0,1554.0,1686.0,2652.0,1656.0
gene_3_47,391.0,409.0,959.0,718.0,1643.0,1645.0,1982.0,2449.0,3082.0,2511.0,2647.0,3174.0,1969.0,2265.0,1786.0,1376.0,1071.0,940.0,440.0,412.0,145.0,195.0
gene_3_48,1449.0,1505.0,2012.0,1713.0,1487.0,1637.0,1703.0,1718.0,1680.0,1814.0,1513.0,1496.0,1626.0,1591.0,2014.0,1588.0,1812.0,1307.0,1475.0,1951.0,1494.0,1778.0
gene_3_49,1918.0,936.0,1466.0,1424.0,1048.0,1928.0,1842.0,1314.0,1655.0,1363.0,2449.0,1677.0,1640.0,1113.0,1604.0,1450.0,974.0,1026.0,1130.0,1225.0,1007.0,627.0
gene_3_50,2445.0,1587.0,1053.0,1952.0,2048.0,1231.0,1856.0,1575.0,1274.0,1041.0,1652.0,2124.0,1789.0,1508.0,1668.0,1106.0,1066.0,1081.0,2486.0,1872.0,1893.0,1457.0
gene_3_51,172.0,184.0,264.0,273.0,325.0,285.0,671.0,628.0,1005.0,690.0,1277.0,1074.0,1352.0,1362.0,1777.0,1651.0,3207.0,1779.0,2950.0,2318.0,3400.0,3744.0
gene_3_52,1102.0,1009.0,772.0,1126.0,1286.0,1539.0,1100.0,1544.0,1767.0,1344.0,1018.0,1145.0,1432.0,1336.0,1217.0,984.0,1067.0,576.0,1110.0,788.0,1564.0,978.0
gene_3_53,835.0,679.0,723.0,650.0,698.0,865.0,672.0,411.0,598.0,1373.0,537.0,1090.0,1461.0,1002.0,1309.0,1467.0,2113.0,1820.0,2051.0,1429.0,1975.0,2324.0
gene_3_54,1096.0,1272.0,1213.0,1106.0,1336.0,934.0,1152.0,1113.0,733.0,1067.0,1361.0,1018.0,1006.0,919.0,914.0,1161.0,1050.0,1277.0,1334.0,876.0,999.0,870.0
gene_3_55,7799.0,7669.0,2904.0,4368.0,2514.0,3337.0,1799.0,2083.0,1402.0,1553.0,1136.0,1566.0,942.0,810.0,444.0,413.0,298.0,334.0,127.0,235.0,122.0,89.0
gene_3_56,700.0,1327.0,1055.0,761.0,747.0,806.0,1398.0,1286.0,1447.0,987.0,935.0,962.0,1563.0,1054.0,1115.0,1358.0,987.0,913.0,1000.0,470.0,930.0,1345.0
gene_3_57,1512.0,1246.0,630.0,1013.0,842.0,740.0,685.0,585.0,914.0,751.0,517.0,741.0,674.0,870.0,828.0,798.0,846.0,1698.0,1514.0,1129.0,1144.0,1668.0
gene_3_58,688.0,636.0,621.0,1044.0,743.0,1164.0,739.0,561.0,808.0,1434.0,740.0,1137.0,616.0,615.0,519.0,898.0,863.0,1097.0,448.0,530.0,1151.0,622.0
gene_3_59,181.0,130.0,218.0,241.0,489.0,347.0,497.0,720.0,586.0,1019.0,1129.0,833.0,1975.0,1284.0,1162.0,1034.0,2514.0,2324.0,2176.0,2299.0,2724.0,5059.0
gene_3_60,1173.0,1031.0,904.0,561.0,950.0,1275.0,1222.0,1348.0,2038.0,1489.0,1748.0,1084.0,1471.0,1757.0,977.0,1656.0,1344.0,672.0,1401.0,1381.0,1128.0,730.0
gene_3_61,1272.0,1185.0,928.0,1508.0,1321.0,1342.0,2310.0,1526.0,1124.0,1987.0,2154.0,831.0,1511.0,1266.0,918.0,1252.0,769.0,734.0,704.0,781.0,729.0,927.0
gene_3_62,1778.0,1203.0,1482.0,1801.0,1396.0,936.0,1086.0,1233.0,1122.0,895.0,1165.0,1435.0,1156.0,1058.0,1442.0,1234.0,1343.0,718.0,1104.0,1196.0,1212.0,1500.0
gene_3_63,3135.0,2494.0,784.0,1376.0,558.0,339.0,146.0,300.0,174.0,164.0,159.0,154.0,241.0,198.0,290.0,366.0,872.0,554.0,2620.0,2512.0,5598.0,6636.0
gene_3_64,371.0,360.0,187.0,337.0,565.0,410.0,322.0,543.0,392.0,314.0,393.0,332.0,367.0,546.0,379.0,400.0,346.0,412.0,384.0,506.0,282.0,279.0
gene_3_65,1986.0,1453.0,1871.0,1671.0,1449.0,1598.0,1214.0,635.0,2064.0,1427.0,1200.0,1060.0,1107.0,1154.0,779.0,1108.0,975.0,1016.0,718.0,1002.0,764.0,914.0
gene_3_66,2126.0,1027.0,1631.0,1095.0,2366.0,1121.0,1140.0,825.0,1717.0,1368.0,1043.0,1546.0,728.0,1866.0,1914.0,1119.0,1314.0,1284.0,1853.0,956.0,1529.0,1146.0
gene_3_67,1231.0,878.0,2241.0,2436.0,4512.0,5813.0,9071.0,6297.0,8650.0,9112.0,7434.0,7181.0,4402.0,7184.0,3598.0,2692.0,1349.0,1622.0,710.0,433.0,98.0,172.0
gene_3_68,3397.0,4653.0,3613.0,2828.0,2957.0,4708.0,4871.0,3304.0,4369.0,3021.0,3243.0,3438.0,4153.0,2108.0,2611.0,4488.0,3987.0,3629.0,3401.0,2484.0,3652.0,3366.0
gene_3_69,1155.0,703.0,735.0,901.0,802.0,705.0,529.0,558.0,689.0,865.0,1315.0,748.0,1040.0,890.0,1586.0,2101.0,1712.0,2430.0,1527.0,2495.0,2551.0,1365.0
gene_3_70,1052.0,745.0,746.0,844.0,1412.0,913.0,1057.0,1016.0,955.0,1171.0,970.0,710.0,1406.0,846.0,1018.0,840.0,1286.0,894.0,797.0,1742.0,771.0,1443.0
gene_3_71,3028.0,3424.0,683.0,1237.0,301.0,313.0,146.0,217.0,218.0,96.0,183.0,123.0,197.0,145.0,435.0,335.0,685.0,652.0,1497.0,2518.0,6320.0,7682.0
gene_3_72,344.0,392.0,326.0,313.0,481.0,490.0,272.0,300.0,321.0,311.0,411.0,367.0,446.0,269.0,290.0,283.0,450.0,271.0,532.0,388.0,330.0,328.0
gene_3_73,301.0,293.0,906.0,786.0,802.0,873.0,888.0,518.0,1379.0,949.0,791.0,705.0,1259.0,2326.0,1789.0,1498.0,1064.0,779.0,1198.0,2124.0,1550.0,335.0
gene_3_74,1132.0,1189.0,984.0,622.0,1507.0,1576.0,1083.0,1123.0,1580.0,1437.0,1368.0,1169.0,1318.0,1699.0,972.0,992.0,2176.0,810.0,920.0,742.0,977.0,1377.0
gene_3_75,405.0,532.0,576.0,458.0,588.0,499.0,882.0,391.0,908.0,1050.0,1065.0,1213.0,615.0,1966.0,1778.0,2124.0,3146.0,2347.0,1758.0,3777.0,4045.0,4534.0
gene_3_76,1153.0,885.0,959.0,694.0,1851.0,1351.0,1284.0,1059.0,887.0,933.0,1023.0,623.0,1058.0,1349.0,2128.0,1013.0,1122.0,956.0,698.0,1220.0,750.0,877.0
gene_3_77,1034.0,565.0,603.0,484.0,668.0,1005.0,729.0,1307.0,819.0,1537.0,902.0,1462.0,1604.0,1771.0,1441.0,1177.0,1654.0,1455.0,1443.0,1923.0,1185.0,1425.0
gene_3_78,1122.0,947.0,1496.0,1515.0,1323.0,1137.0,1006.0,2126.0,1921.0,1296.0,884.0,1200.0,1052.0,2385.0,1451.0,1741.0,1093.0,838.0,1110.0,884.0,1176.0,1330.0
gene_3_79,2012.0,3112.0,4753.0,4254.0,7647.0,8530.0,5787.0,9464.0,11877.0,6098.0,9314.0,7731.0,7599.0,5157.0,3956.0,3050.0,2334.0,1846.0,992.0,985.0,387.0,268.0
gene_3_80,3709.0,3874.0,3941.0,4357.0,6040.0,4227.0,4953.0,4716.0,3656.0,6296.0,3413.0,5977.0,3879.0,5959.0,6392.0,5822.0,5092.0,4736.0,5436.0,6787.0,8987.0,5169.0
gene_3_81,662.0,997.0,892.0,547.0,724.0,708.0,323.0,600.0,647.0,1054.0,394.0,1013.0,519.0,930.0,665.0,1136.0,784.0,916.0,1009.0,922.0,943.0,1147.0
gene_3_82,870.0,649.0,454.0,754.0,535.0,565.0,947.0,609.0,535.0,545.0,830.0,423.0,1340.0,550.0,557.0,727.0,901.0,508.0,918.0,854.0,838.0,603.0
gene_3_83,398.0,510.0,220.0,266.0,198.0,201.0,171.0,166.0,128.0,102.0,143.0,154.0,143.0,255.0,221.0,290.0,458.0,420.0,1377.0,1186.0,2242.0,3180.0
gene_3_84,259.0,204.0,195.0,165.0,257.0,182.0,258.0,259.0,192.0,171.0,267.0,261.0,204.0,195.0,188.0,229.0,209.0,159.0,272.0,205.0,198.0,207.0
gene_3_85,1202.0,997.0,758.0,816.0,634.0,511.0,630.0,669.0,975.0,794.0,891.0,956.0,1479.0,1359.0,1680.0,1907.0,2230.0,1930.0,1613.0,1627.0,1781.0,1367.0
gene_3_86,899.0,953.0,988.0,1067.0,761.0,1019.0,1057.0,1003.0,1182.0,1078.0,1179.0,1135.0,1111.0,1116.0,894.0,926.0,962.0,1075.0,902.0,1259.0,971.0,1176.0
gene_3_87,346.0,270.0,363.0,457.0,715.0,583.0,524.0,514.0,831.0,643.0,1133.0,1243.0,1407.0,2290.0,1849.0,1488.0,2666.0,3214.0,2465.0,2638.0,2067.0,2265.0
gene_3_88,942.0,1137.0,1185.0,895.0,992.0,1142.0,1271.0,828.0,1382.0,1320.0,1462.0,1001.0,1332.0,1342.0,1103.0,545.0,820.0,975.0,1187.0,1485.0,1587.0,940.0
gene_3_89,1567.0,917.0,2017.0,861.0,1755.0,668.0,1441.0,1689.0,1946.0,810.0,1688.0,1885.0,1755.0,1158.0,717.0,1379.0,823.0,626.0,654.0,443.0,775.0,843.0
gene_3_90,1196.0,1114.0,1491.0,740.0,1085.0,1469.0,1201.0,842.0,1320.0,1719.0,1290.0,1230.0,847.0,1980.0,804.0,2439.0,843.0,1363.0,1265.0,959.0,987.0,751.0
gene_3_91,2760.0,2371.0,1852.0,1214.0,613.0,543.0,283.0,208.0,208.0,221.0,135.0,150.0,207.0,123.0,131.0,182.0,107.0,322.0,200.0,260.0,258.0,383.0
gene_3_92,205.0,207.0,239.0,189.0,189.0,218.0,219.0,184.0,334.0,240.0,134.0,156.0,211.0,217.0,128.0,342.0,188.0,212.0,379.0,320.0,204.0,387.0
gene_3_93,1231.0,973.0,1497.0,763.0,550.0,1097.0,1172.0,1858.0,839.0,1025.0,1064.0,1028.0,784.0,697.0,833.0,606.0,565.0,573.0,917.0,620.0,615.0,749.0
gene_3_94,1321.0,1113.0,801.0,576.0,603.0,1208.0,1180.0,972.0,763.0,821.0,612.0,515.0,913.0,690.0,1551.0,602.0,790.0,1387.0,447.0,821.0,922.0,887.0
gene_3_95,234.0,258.0,395.0,312.0,783.0,657.0,1017.0,1474.0,2078.0,1404.0,3003.0,3569.0,3048.0,3237.0,3745.0,3966.0,7044.0,7762.0,7300.0,8331.0,11606.0,5535.0
gene_3_96,2106.0,3035.0,3725.0,3244.0,1814.0,3448.0,2872.0,3489.0,1675.0,3479.0,2951.0,3076.0,4355.0,2639.0,3355.0,2859.0,3070.0,3582.0,2160.0,1888.0,1628.0,3049.0
gene_3_97,911.0,878.0,677.0,630.0,785.0,449.0,918.0,804.0,999.0,881.0,1071.0,1043.0,1846.0,1380.0,1821.0,1961.0,1447.0,1971.0,1241.0,1307.0,1296.0,1090.0
gene_3_98,1384.0,1040.0,1332.0,1173.0,1428.0,1321.0,1215.0,1603.0,1367.0,1327.0,1216.0,1101.0,996.0,1123.0,1179.0,1011.0,1241.0,1105.0,1351.0,1143.0,1303.0,1017.0
gene_3_99,868.0,942.0,1397.0,1814.0,1394.0,1767.0,1898.0,2188.0,2981.0,2134.0,2382.0,3390.0,4094.0,3820.0,4367.0,5704.0,5271.0,5777.0,5143.0,7976.0,8410.0,7000.0
gene_3_100,3364.0,2668.0,2974.0,2923.0,2419.0,2368.0,3218.0,2705.0,2964.0,2482.0,2991.0,2651.0,2981.0,2747.0,2753.0,2675.0,3310.0,3400.0,2987.0,3136.0,3635.0,3058.0
gene_3_101,882.0,1071.0,2780.0,1461.0,2051.0,1391.0,1610.0,1519.0,887.0,1267.0,1274.0,807.0,752.0,994.0,1187.0,754.0,397.0,1052.0,574.0,487.0,828.0,767.0
gene_3_102,995.0,1269.0,1385.0,749.0,876.0,877.0,881.0,1442.0,812.0,841.0,1358.0,1114.0,1178.0,1407.0,1472.0,1342.0,793.0,1119.0,1042.0,1213.0,730.0,1271.0
gene_3_103,393.0,701.0,494.0,370.0,853.0,525.0,754.0,798.0,585.0,356.0,1579.0,787.0,1152.0,2099.0,1745.0,2654.0,3984.0,2776.0,4560.0,2309.0,7061.0,11175.0
gene_3_104,1066.0,1157.0,1059.0,610.0,892.0,1447.0,1301.0,1277.0,1064.0,654.0,926.0,1545.0,1502.0,1163.0,1187.0,757.0,1356.0,1066.0,1233.0,1079.0,1674.0,752.0
gene_3_105,1895.0,2018.0,1273.0,1313.0,1126.0,1221.0,563.0,1060.0,560.0,841.0,507.0,600.0,723.0,722.0,639.0,556.0,605.0,1211.0,1634.0,727.0,1659.0,1113.0
gene_3_106,785.0,1135.0,613.0,1110.0,630.0,1245.0,971.0,532.0,948.0,960.0,990.0,751.0,870.0,927.0,720.0,1400.0,716.0,547.0,901.0,799.0,1026.0,900.0
gene_3_107,3494.0,2598.0,5713.0,5352.0,6497.0,7388.0,11092.0,9841.0,9510.0,8485.0,7935.0,10877.0,5568.0,4869.0,3173.0,3271.0,1133.0,1408.0,437.0,492.0,126.0,117.0
gene_3_108,5594.0,4903.0,5393.0,6691.0,5422.0,5248.0,5542.0,5632.0,5186.0,4210.0,5491.0,5749.0,5431.0,4260.0,7177.0,6759.0,5317.0,4123.0,4061.0,6387.0,6794.0,5244.0
gene_3_109,1725.0,1047.0,2165.0,1016.0,1248.0,1732.0,1726.0,1343.0,1070.0,1034.0,714.0,902.0,594.0,879.0,734.0,703.0,654.0,603.0,812.0,967.0,1188.0,1644.0
gene_3_110,1242.0,1197.0,1396.0,989.0,957.0,1116.0,917.0,1138.0,1703.0,1122.0,861.0,1548.0,984.0,1160.0,959.0,993.0,1019.0,775.0,1440.0,797.0,871.0,1267.0
gene_3_111,129.0,180.0,199.0,139.0,177.0,242.0,212.0,214.0,354.0,301.0,455.0,358.0,256.0,462.0,991.0,859.0,2019.0,1823.0,4352.0,4586.0,6752.0,10983.0
gene_3_112,388.0,581.0,365.0,318.0,373.0,555.0,463.0,375.0,391.0,305.0,717.0,663.0,410.0,343.0,277.0,349.0,303.0,265.0,353.0,447.0,440.0,458.0
gene_3_113,793.0,724.0,740.0,597.0,639.0,764.0,614.0,644.0,896.0,737.0,913.0,741.0,877.0,833.0,1204.0,1096.0,1056.0,934.0,904.0,1252.0,1412.0,1229.0
gene_3_114,773.0,836.0,638.0,825.0,1092.0,750.0,832.0,845.0,808.0,773.0,735.0,876.0,911.0,741.0,482.0,770.0,786.0,888.0,1013.0,673.0,870.0,655.0
gene_3_115,1500.0,1100.0,544.0,413.0,215.0,222.0,234.0,151.0,134.0,193.0,209.0,108.0,219.0,153.0,463.0,403.0,1019.0,956.0,2508.0,1501.0,10875.0,10245.0
gene_3_116,561.0,316.0,486.0,224.0,306.0,717.0,400.0,228.0,436.0,299.0,301.0,465.0,245.0,243.0,264.0,323.0,540.0,262.0,497.0,312.0,290.0,392.0
gene_3_117,936.0,1044.0,1375.0,1272.0,1524.0,1131.0,2044.0,1166.0,1540.0,1714.0,1474.0,1892.0,1590.0,791.0,1717.0,2281.0,1897.0,2007.0,1991.0,1867.0,1694.0,2183.0
gene_3_118,1840.0,1806.0,1704.0,1568.0,1719.0,1339.0,1783.0,1285.0,1773.0,1673.0,1057.0,1849.0,1489.0,1424.0,1933.0,1427.0,1539.0,1251.0,2211.0,1987.0,1476.0,1202.0
gene_3_119,222.0,151.0,135.0,202.0,243.0,146.0,349.0,279.0,288.0,488.0,307.0,387.0,296.0,560.0,620.0,429.0,712.0,699.0,706.0,668.0,972.0,923.0
gene_3_120,382.0,428.0,361.0,355.0,437.0,278.0,456.0,436.0,360.0,350.0,388.0,329.0,365.0,568.0,435.0,392.0,268.0,362.0,522.0,319.0,408.0,338.0
gene_3_121,1745.0,1360.0,881.0,1207.0,529.0,870.0,1001.0,418.0,780.0,692.0,490.0,549.0,1428.0,851.0,1072.0,679.0,2482.0,1555.0,1494.0,2026.0,1257.0,2596.0
gene_3_122,1002.0,463.0,709.0,1058.0,1165.0,714.0,975.0,810.0,1463.0,761.0,737.0,1251.0,1296.0,1274.0,1024.0,1586.0,867.0,1116.0,823.0,1380.0,1075.0,1282.0
gene_3_123,123.0,117.0,570.0,477.0,1739.0,1489.0,3290.0,2693.0,4321.0,6408.0,8410.0,9750.0,8394.0,8936.0,6262.0,7139.0,6741.0,4086.0,2214.0,2065.0,1252.0,1295.0
gene_3_124,3841.0,4049.0,4099.0,2852.0,3690.0,3740.0,3147.0,3694.0,3686.0,3338.0,2895.0,3977.0,3931.0,3684.0,2775.0,3495.0,2846.0,4294.0,4456.0,3403.0,4130.0,3032.0
gene_3_125,1316.0,1869.0,1652.0,1435.0,1635.0,981.0,1295.0,1176.0,1451.0,1263.0,768.0,1016.0,1061.0,619.0,719.0,792.0,520.0,700.0,372.0,652.0,402.0,686.0
gene_3_126,1332.0,961.0,999.0,798.0,949.0,937.0,730.0,972.0,1028.0,1164.0,800.0,704.0,1148.0,977.0,791.0,763.0,854.0,883.0,874.0,899.0,1085.0,1144.0
gene_3_127,951.0,758.0,2557.0,2620.0,5170.0,4660.0,6587.0,5498.0,6809.0,9643.0,6425.0,5873.0,7555.0,6842.0,4584.0,3843.0,1981.0,2101.0,1014.0,1066.0,467.0,432.0
gene_3_128,3747.0,4467.0,3838.0,5112.0,4430.0,5145.0,4362.0,4014.0,5132.0,3544.0,4694.0,4446.0,4575.0,3779.0,4184.0,4990.0,3568.0,4724.0,3819.0,3573.0,4072.0,3833.0
