,0.0,0.0.1,0.1,0.1.1,0.2,0.2.1,0.30000000000000004,0.30000000000000004.1,0.4,0.4.1,0.5,0.5.1,0.6000000000000001,0.6000000000000001.1,0.7000000000000001,0.7000000000000001.1,0.8,0.8.1,0.9,0.9.1,1.0,1.0.1
gene_4_17,1.0,289.0,8453.0,11545.0,57.0,32.0,44.0,861.0,291.0,222.0,8.0,7.0,346.0,12.0,53.0,7.0,3.0,215.0,184.0,28.0,173.0,909.0
gene_4_18,0.0,646.0,476.0,2.0,890.0,84.0,15.0,42.0,8.0,134.0,950.0,62.0,249.0,1.0,6.0,204.0,410.0,115.0,134.0,44.0,2.0,1561.0
gene_4_19,129.0,6256.0,13828.0,0.0,5559.0,40.0,34.0,2307.0,997.0,20256.0,3600.0,2058.0,0.0,4789.0,1188.0,144.0,56.0,187.0,336.0,19655.0,4686.0,3.0
gene_4_20,52.0,2157.0,6.0,24283.0,238.0,870.0,10548.0,8369.0,0.0,1662.0,37.0,4876.0,672.0,29423.0,264.0,1102.0,4362.0,81.0,2206.0,487.0,1153.0,720.0
gene_4_21,1368.0,2464.0,739.0,51.0,405.0,2847.0,188.0,289.0,22.0,83.0,54.0,32.0,4.0,33.0,81.0,123.0,60.0,1.0,21.0,331.0,643.0,10195.0
gene_4_22,93.0,385.0,67.0,282.0,34.0,95.0,1104.0,205.0,710.0,332.0,130.0,807.0,419.0,1197.0,378.0,513.0,539.0,115.0,237.0,549.0,21.0,815.0
gene_4_23,0.0,82.0,1132.0,48.0,218.0,125.0,3456.0,20.0,44.0,159.0,1590.0,99.0,3471.0,1.0,794.0,136.0,143.0,51.0,1.0,2731.0,65.0,2.0
gene_4_24,1048.0,14.0,149.0,111.0,3784.0,223.0,313.0,551.0,481.0,482.0,538.0,337.0,678.0,604.0,161.0,724.0,353.0,70.0,192.0,10.0,50.0,1962.0
gene_4_25,1030.0,2699.0,84.0,150.0,1595.0,607.0,1858.0,122.0,4248.0,646.0,7494.0,14226.0,11492.0,1208.0,1259.0,0.0,5551.0,12.0,547.0,14.0,1685.0,3.0
gene_4_26,2283.0,1671.0,567.0,4280.0,898.0,1413.0,533.0,4014.0,7480.0,71.0,969.0,303.0,9550.0,28.0,924.0,63.0,1906.0,6365.0,2571.0,45.0,1695.0,4739.0
gene_4_27,129.0,60455.0,40669.0,831.0,2813.0,1791.0,591.0,362.0,6804.0,3398.0,8487.0,3122.0,1351.0,589.0,2889.0,1677.0,35475.0,14148.0,24418.0,6239.0,136547.0,534.0
gene_4_28,427.0,16747.0,31.0,1120.0,30.0,52435.0,3920.0,1620.0,1388.0,11.0,3327.0,4.0,868.0,12962.0,3272.0,27460.0,882.0,70.0,5500.0,33745.0,1073.0,30313.0
gene_4_29,2.0,223.0,57.0,30.0,263.0,81.0,218.0,1.0,137.0,9.0,15.0,324.0,387.0,560.0,196.0,415.0,606.0,610.0,3284.0,2027.0,2286.0,1238.0
gene_4_30,33.0,13.0,525.0,233.0,391.0,226.0,449.0,38.0,22.0,635.0,808.0,510.0,1234.0,249.0,241.0,337.0,13.0,868.0,66.0,29.0,46.0,408.0
gene_4_31,204.0,15851.0,26542.0,12620.0,101.0,435.0,157.0,755.0,8.0,281.0,206.0,948.0,2.0,4.0,26.0,335.0,1078.0,105.0,201.0,0.0,6.0,181.0
gene_4_32,62.0,59.0,342.0,84.0,0.0,154.0,80.0,1422.0,364.0,7.0,21.0,50.0,34.0,522.0,102.0,248.0,839.0,184.0,54.0,702.0,703.0,572.0
gene_4_33,1.0,16.0,0.0,27.0,42.0,961.0,53.0,116.0,51.0,577.0,2434.0,7425.0,14293.0,2.0,1011.0,4530.0,7111.0,0.0,29.0,3716.0,375.0,1754.0
gene_4_34,2837.0,2544.0,122.0,210.0,1976.0,660.0,347.0,1849.0,250.0,106.0,20.0,2161.0,4555.0,748.0,1572.0,6640.0,17.0,1068.0,2240.0,1567.0,183.0,354.0
gene_4_35,25321.0,25979.0,58.0,21657.0,2842.0,6352.0,4071.0,5964.0,278.0,1232.0,166.0,1436.0,2215.0,524.0,401.0,22.0,279.0,443.0,852.0,5807.0,5409.0,1992.0
gene_4_36,3173.0,435.0,1733.0,19679.0,721.0,6.0,4750.0,1650.0,495.0,9844.0,459.0,1351.0,1858.0,6125.0,159.0,4.0,2801.0,53.0,1421.0,1293.0,1293.0,1497.0
gene_4_37,2.0,26.0,756.0,207.0,120.0,424.0,306.0,277.0,3365.0,13077.0,7205.0,1261.0,449.0,23.0,466.0,736.0,40.0,396.0,0.0,10.0,39.0,108.0
gene_4_38,1397.0,593.0,840.0,21.0,1063.0,619.0,1613.0,486.0,487.0,1622.0,38.0,609.0,423.0,1505.0,0.0,2719.0,241.0,2462.0,1640.0,102.0,1893.0,472.0
gene_4_39,284.0,4985.0,7665.0,279.0,3664.0,46.0,1593.0,6170.0,3452.0,171.0,218.0,12285.0,3.0,19815.0,376.0,7.0,13362.0,1268.0,32508.0,2619.0,31127.0,149.0
gene_4_40,2915.0,248.0,1163.0,765.0,7146.0,2167.0,2.0,40147.0,2281.0,17160.0,1357.0,704.0,377.0,163.0,36.0,720.0,3191.0,697.0,29.0,2700.0,6805.0,9675.0
gene_4_41,68.0,1.0,1.0,48.0,24.0,98.0,12.0,445.0,61.0,497.0,1967.0,16.0,1206.0,222.0,233.0,1967.0,3350.0,5080.0,24.0,3167.0,1294.0,712.0
gene_4_42,345.0,608.0,28.0,347.0,6.0,1.0,24.0,229.0,96.0,1610.0,1398.0,477.0,1296.0,466.0,664.0,73.0,2561.0,109.0,8.0,854.0,2221.0,130.0
gene_4_43,12605.0,256662.0,223.0,1125.0,104689.0,11496.0,11477.0,14878.0,318.0,18126.0,23141.0,11925.0,48641.0,1236.0,109.0,1917.0,11952.0,0.0,12856.0,2825.0,19762.0,4288.0
gene_4_44,4395.0,11255.0,82.0,36073.0,26828.0,43498.0,142.0,279.0,27705.0,80974.0,8960.0,61.0,80073.0,3.0,0.0,135.0,70671.0,41180.0,0.0,23.0,7922.0,1769.0
gene_4_45,5093.0,111.0,4966.0,17700.0,525.0,47.0,1569.0,1371.0,303.0,165.0,99.0,1.0,54.0,8.0,2.0,27.0,107.0,30.0,5.0,567.0,1.0,1111.0
gene_4_46,0.0,32.0,928.0,46.0,22.0,2138.0,6.0,282.0,154.0,0.0,67.0,272.0,1.0,34.0,1351.0,196.0,859.0,272.0,250.0,312.0,39.0,611.0
gene_4_47,14.0,21.0,564.0,1395.0,738.0,5021.0,19436.0,19008.0,68855.0,7608.0,15936.0,3511.0,16927.0,35816.0,6.0,2004.0,83988.0,61402.0,32858.0,2678.0,19.0,318.0
gene_4_48,797.0,1934.0,743.0,1180.0,5233.0,10578.0,6927.0,545.0,1971.0,8660.0,4965.0,117.0,180.0,58.0,3756.0,8335.0,5397.0,2255.0,1414.0,277.0,3519.0,426.0
gene_4_49,828.0,1134.0,27.0,2377.0,0.0,1145.0,11598.0,306.0,482.0,2469.0,430.0,1700.0,1509.0,656.0,273.0,83.0,0.0,9.0,54.0,25.0,42.0,20.0
gene_4_50,258.0,1367.0,3905.0,191.0,33.0,139.0,1283.0,1024.0,508.0,179.0,0.0,0.0,27.0,358.0,89.0,319.0,2.0,2402.0,1131.0,9.0,166.0,3.0
gene_4_51,33156.0,15337.0,14437.0,47221.0,1385.0,11156.0,755.0,952.0,8.0,1636.0,1036.0,979.0,2889.0,1374.0,5737.0,5035.0,1493.0,10692.0,3091.0,27910.0,7916.0,9941.0
gene_4_52,2554.0,6199.0,3547.0,1165.0,4914.0,618.0,3324.0,2239.0,933.0,230.0,616.0,1042.0,676.0,8.0,6429.0,1628.0,5504.0,1713.0,456.0,408.0,516.0,3594.0
gene_4_53,645.0,1047.0,137.0,94.0,35.0,323.0,5.0,1.0,11.0,92.0,299.0,21.0,583.0,200.0,18.0,2686.0,8417.0,181.0,13425.0,182.0,1776.0,14709.0
gene_4_54,193.0,1286.0,1008.0,236.0,735.0,181.0,991.0,270.0,30.0,1265.0,192.0,325.0,44.0,1981.0,279.0,564.0,1333.0,70.0,26.0,509.0,102.0,630.0
gene_4_55,4.0,155.0,141.0,1.0,1127.0,62.0,2246.0,12460.0,1116.0,10.0,93.0,15652.0,2.0,10455.0,67940.0,12315.0,354.0,23879.0,171.0,7557.0,1674.0,71.0
gene_4_56,1.0,4163.0,4772.0,19507.0,50976.0,7987.0,124.0,7432.0,18.0,1159.0,577.0,2982.0,301.0,17147.0,9061.0,8954.0,14854.0,2996.0,10248.0,292.0,5230.0,9237.0
gene_4_57,27.0,10.0,64.0,253.0,126.0,191.0,3758.0,236.0,16.0,1308.0,1164.0,1717.0,196.0,5792.0,86.0,365.0,183.0,124.0,47.0,168.0,189.0,20.0
gene_4_58,10.0,76.0,0.0,66.0,955.0,322.0,3.0,210.0,54.0,10.0,47.0,0.0,80.0,1.0,786.0,5.0,14.0,174.0,188.0,12.0,124.0,565.0
gene_4_59,138740.0,70782.0,25649.0,5615.0,85880.0,835.0,13050.0,23979.0,1429.0,4986.0,3070.0,3975.0,11395.0,1338.0,4981.0,1929.0,9069.0,20567.0,4962.0,111.0,196272.0,278.0
gene_4_60,2126.0,5409.0,6996.0,158.0,4672.0,8336.0,131.0,400.0,1251.0,23035.0,949.0,569.0,11474.0,12434.0,942.0,27254.0,8408.0,9024.0,14799.0,6351.0,41335.0,16553.0
gene_4_61,8725.0,5610.0,15281.0,140.0,1910.0,564.0,1864.0,4943.0,0.0,682.0,327.0,12970.0,0.0,19943.0,5801.0,73.0,3184.0,53364.0,1020.0,546.0,48.0,4003.0
gene_4_62,5998.0,41344.0,1983.0,6845.0,29676.0,21299.0,33.0,4623.0,64.0,1369.0,25752.0,406.0,7.0,4294.0,648.0,15145.0,3052.0,46191.0,8972.0,1304.0,40033.0,4460.0
gene_4_63,63.0,1.0,0.0,94.0,363.0,78.0,3120.0,226.0,2502.0,11836.0,960.0,9534.0,1790.0,261.0,333.0,295.0,7.0,6.0,0.0,11.0,0.0,0.0
gene_4_64,228.0,18.0,578.0,314.0,0.0,299.0,17.0,0.0,38.0,332.0,5.0,116.0,4.0,421.0,175.0,339.0,30.0,602.0,36.0,1345.0,346.0,11.0
gene_4_65,32.0,6077.0,897.0,3155.0,459.0,859.0,3549.0,68.0,55.0,1640.0,996.0,2769.0,1686.0,114.0,286.0,328.0,1594.0,483.0,2978.0,2747.0,3906.0,923.0
gene_4_66,4847.0,584.0,1405.0,342.0,5804.0,4.0,6072.0,452.0,26.0,1242.0,502.0,1590.0,691.0,1483.0,462.0,489.0,4056.0,532.0,798.0,104.0,677.0,5236.0
gene_4_67,266.0,3339.0,600.0,1531.0,118.0,2748.0,734.0,6381.0,610.0,10162.0,4153.0,2604.0,7884.0,25780.0,1161.0,58.0,174.0,825.0,854.0,5311.0,729.0,1.0
gene_4_68,7.0,937.0,2126.0,788.0,299.0,347.0,700.0,2494.0,6163.0,453.0,6450.0,610.0,4971.0,77.0,22856.0,6543.0,348.0,9495.0,3.0,6380.0,98.0,9320.0
gene_4_69,10088.0,12549.0,245.0,5231.0,2675.0,6491.0,63.0,515.0,10072.0,1227.0,974.0,737.0,698.0,1148.0,380.0,254.0,11309.0,11213.0,2699.0,1910.0,2243.0,33024.0
gene_4_70,494.0,92.0,133.0,971.0,23.0,2392.0,1134.0,3018.0,1735.0,225.0,757.0,879.0,1155.0,52.0,174.0,2465.0,1473.0,50.0,4167.0,7.0,27.0,2821.0
gene_4_71,4888.0,3756.0,1626.0,732.0,1.0,1982.0,189.0,80.0,1316.0,10.0,2.0,82.0,50.0,11.0,250.0,31.0,36.0,6.0,0.0,132.0,194.0,31.0
gene_4_72,2267.0,0.0,220.0,1.0,213.0,463.0,46.0,166.0,302.0,982.0,13.0,46.0,2.0,159.0,232.0,662.0,101.0,17.0,9.0,17.0,684.0,2.0
gene_4_73,809.0,5619.0,1262.0,1400.0,2373.0,301.0,6559.0,9739.0,29052.0,7470.0,13039.0,10342.0,90977.0,102165.0,21425.0,13445.0,9192.0,17163.0,36608.0,4002.0,48489.0,38306.0
gene_4_74,30354.0,37792.0,19808.0,4999.0,18588.0,13410.0,5852.0,18911.0,11072.0,35654.0,932.0,81540.0,2468.0,16173.0,1004.0,457.0,16202.0,35672.0,92.0,1325.0,5332.0,16347.0
gene_4_75,783.0,1592.0,91.0,17.0,2695.0,4889.0,3005.0,5804.0,19770.0,2308.0,3079.0,7574.0,133.0,4314.0,2980.0,2667.0,1999.0,2463.0,525.0,242.0,121.0,486.0
gene_4_76,1593.0,1801.0,811.0,2312.0,2499.0,774.0,859.0,4731.0,580.0,7.0,396.0,7585.0,1899.0,356.0,3.0,80.0,435.0,127.0,3336.0,240.0,1554.0,2844.0
gene_4_77,31122.0,684.0,2155.0,37249.0,5253.0,19057.0,9616.0,1647.0,901.0,2216.0,5116.0,116.0,520.0,1166.0,2419.0,4889.0,23054.0,1208.0,28438.0,11252.0,127683.0,4276.0
gene_4_78,8198.0,3211.0,5189.0,13946.0,543.0,5934.0,2326.0,4497.0,557.0,1871.0,5070.0,438.0,808.0,656.0,10844.0,9437.0,1237.0,873.0,3687.0,533.0,2102.0,5337.0
gene_4_79,0.0,27.0,110.0,0.0,15.0,73.0,619.0,93.0,2825.0,578.0,5311.0,408.0,14330.0,1191.0,216.0,872.0,33.0,217.0,51.0,84.0,56.0,1.0
gene_4_80,114.0,665.0,671.0,709.0,381.0,424.0,313.0,509.0,61.0,274.0,125.0,781.0,9.0,95.0,43.0,41.0,795.0,70.0,2022.0,340.0,707.0,295.0
gene_4_81,165.0,55349.0,27347.0,1139.0,286.0,164.0,2502.0,67.0,62.0,293.0,185.0,17.0,22.0,33.0,477.0,118.0,6.0,30.0,78.0,214.0,104.0,98.0
gene_4_82,121.0,173.0,229.0,5.0,9.0,290.0,582.0,19.0,0.0,68.0,380.0,3.0,41.0,8.0,28.0,3.0,84.0,664.0,143.0,93.0,74.0,54.0
gene_4_83,416.0,1429.0,5258.0,1040.0,2807.0,2241.0,177.0,161.0,62.0,15501.0,3233.0,3224.0,0.0,2882.0,61.0,75.0,836.0,3554.0,152.0,55.0,35.0,19.0
gene_4_84,1294.0,3571.0,838.0,61.0,9.0,1182.0,10532.0,742.0,59.0,1573.0,2109.0,2050.0,2325.0,558.0,766.0,826.0,113.0,3202.0,3402.0,791.0,3502.0,258.0
gene_4_85,32.0,78.0,1592.0,915.0,1667.0,1150.0,7173.0,593.0,15652.0,57243.0,18720.0,14515.0,1321.0,22577.0,65396.0,18177.0,74566.0,3360.0,28.0,1997.0,123808.0,100516.0
gene_4_86,6037.0,14254.0,2711.0,32103.0,254.0,124.0,4595.0,616.0,134.0,8319.0,51092.0,20215.0,22510.0,1552.0,52294.0,18388.0,18144.0,12620.0,19493.0,56889.0,10733.0,15783.0
gene_4_87,38.0,941.0,361.0,66.0,3097.0,3098.0,1450.0,4.0,11265.0,16968.0,36941.0,1454.0,4833.0,1224.0,645.0,826.0,1.0,49529.0,70.0,20.0,228.0,674.0
gene_4_88,5219.0,113.0,5059.0,2419.0,6304.0,22963.0,1603.0,3746.0,0.0,4574.0,35909.0,3718.0,14.0,242.0,19634.0,8383.0,375.0,14958.0,5600.0,1785.0,15632.0,22316.0
gene_4_89,42.0,19.0,158.0,458.0,342.0,79.0,1339.0,1113.0,3322.0,5535.0,165.0,1742.0,239.0,567.0,131.0,1394.0,99.0,21.0,7.0,29.0,6.0,63.0
gene_4_90,1502.0,177.0,306.0,908.0,473.0,273.0,56.0,42.0,1113.0,19.0,363.0,188.0,709.0,23.0,818.0,160.0,115.0,94.0,1417.0,32.0,159.0,421.0
gene_4_91,542.0,30228.0,10391.0,35578.0,25418.0,2293.0,3210.0,8836.0,61.0,1408.0,3833.0,1504.0,2192.0,555.0,1909.0,36.0,3032.0,5032.0,1173.0,4453.0,4007.0,384.0
gene_4_92,2150.0,3972.0,13370.0,3834.0,2087.0,122.0,2128.0,1542.0,737.0,9373.0,12056.0,2143.0,13245.0,7102.0,1004.0,1046.0,11003.0,307.0,163.0,2246.0,6302.0,13360.0
gene_4_93,47727.0,2230.0,934.0,0.0,4732.0,39.0,84.0,191.0,1.0,1553.0,149.0,790.0,2172.0,352.0,49.0,308.0,2301.0,1543.0,111.0,29.0,26.0,1072.0
gene_4_94,112.0,47.0,2167.0,1.0,0.0,1529.0,2295.0,4980.0,68.0,2666.0,2820.0,34.0,239.0,0.0,2919.0,2896.0,8122.0,17.0,14204.0,4704.0,909.0,3150.0
gene_4_95,7398.0,89956.0,26743.0,34807.0,25221.0,33797.0,6805.0,20143.0,42916.0,2475.0,1107.0,14528.0,2020.0,10642.0,1829.0,898.0,25218.0,4336.0,1159.0,26987.0,1394.0,93917.0
gene_4_96,20704.0,4048.0,68413.0,19129.0,5549.0,31710.0,8145.0,3036.0,3390.0,13906.0,372.0,15900.0,14367.0,5024.0,716.0,357.0,12666.0,739.0,22723.0,29162.0,4581.0,1915.0
gene_4_97,286.0,103.0,29.0,11.0,10.0,52.0,6.0,4.0,10.0,83.0,966.0,60.0,2599.0,626.0,8819.0,4142.0,1315.0,5160.0,2128.0,2421.0,41.0,836.0
gene_4_98,207.0,88.0,293.0,4.0,297.0,402.0,26.0,123.0,781.0,114.0,271.0,2672.0,158.0,600.0,441.0,1664.0,290.0,137.0,47.0,648.0,291.0,139.0
gene_4_99,167.0,0.0,2226.0,51.0,204.0,2674.0,340.0,0.0,4204.0,523.0,680.0,1162.0,1.0,97.0,125.0,68.0,1.0,2.0,4.0,27.0,244.0,54.0
gene_4_100,1.0,2842.0,5722.0,0.0,1258.0,252.0,0.0,104.0,2413.0,5.0,79.0,410.0,12.0,21.0,308.0,37.0,13.0,132.0,834.0,52.0,470.0,208.0
gene_4_101,352.0,183.0,46.0,68.0,118.0,19.0,14.0,269.0,14.0,2.0,244.0,2.0,20.0,197.0,3.0,152.0,9120.0,1775.0,26886.0,507.0,27968.0,244039.0
gene_4_102,527.0,60.0,17.0,3.0,28.0,11.0,743.0,377.0,0.0,36.0,8.0,100.0,394.0,101.0,204.0,260.0,614.0,161.0,23.0,31.0,78.0,3.0
gene_4_103,37.0,76.0,18.0,15.0,17.0,3.0,123.0,10.0,9.0,131.0,19.0,31.0,340.0,238.0,60.0,886.0,5924.0,985.0,2981.0,3693.0,22.0,9362.0
gene_4_104,17.0,120.0,198.0,182.0,75.0,813.0,147.0,39.0,16.0,50.0,8.0,71.0,42.0,284.0,141.0,707.0,195.0,56.0,35.0,6.0,41.0,2.0
gene_4_105,17.0,49.0,27.0,11.0,152.0,71.0,148.0,677.0,52.0,32.0,68.0,26.0,80.0,9.0,17.0,1.0,1738.0,6232.0,21587.0,4638.0,3769.0,47592.0
gene_4_106,220.0,4.0,615.0,1.0,553.0,0.0,253.0,2.0,0.0,664.0,678.0,11.0,3.0,438.0,793.0,16.0,721.0,103.0,107.0,0.0,353.0,392.0
gene_4_107,0.0,1.0,4.0,3.0,0.0,87.0,22.0,17.0,145.0,71.0,1832.0,1062.0,3326.0,0.0,6488.0,0.0,52.0,103.0,2603.0,1188.0,1224.0,10.0
gene_4_108,502.0,102.0,0.0,3.0,2127.0,430.0,944.0,89.0,377.0,37.0,82.0,654.0,815.0,1.0,1610.0,1087.0,1156.0,289.0,506.0,2831.0,373.0,120.0
gene_4_109,158.0,45.0,277.0,940.0,8037.0,0.0,180.0,383.0,5700.0,15.0,2246.0,1683.0,1576.0,62686.0,2458.0,2174.0,16702.0,11410.0,350.0,5246.0,109.0,310.0
gene_4_110,2433.0,339.0,11526.0,20841.0,16838.0,4004.0,96.0,9282.0,5367.0,626.0,5176.0,1904.0,8400.0,3272.0,3280.0,982.0,12215.0,7194.0,15072.0,3251.0,451.0,1086.0
gene_4_111,0.0,27.0,120.0,370.0,9.0,119.0,2.0,36.0,5.0,61.0,3392.0,188.0,6818.0,5.0,541.0,74.0,137.0,835.0,278.0,161.0,21.0,86.0
gene_4_112,36.0,53.0,359.0,337.0,73.0,1322.0,551.0,1266.0,133.0,473.0,219.0,215.0,182.0,1.0,868.0,72.0,573.0,486.0,1169.0,5.0,2137.0,939.0
gene_4_113,227.0,324.0,120.0,356.0,523.0,602.0,7.0,1.0,169.0,51.0,92.0,1422.0,946.0,7.0,9.0,1386.0,0.0,51.0,365.0,1938.0,604.0,547.0
gene_4_114,0.0,27.0,7.0,80.0,127.0,5.0,12.0,1379.0,0.0,253.0,1.0,1129.0,19.0,338.0,514.0,9.0,16.0,421.0,184.0,0.0,5.0,81.0
gene_4_115,1472.0,1551.0,32.0,3897.0,384.0,4.0,1959.0,2297.0,5790.0,5213.0,45.0,781.0,40.0,1.0,408.0,80.0,1865.0,4587.0,821.0,18760.0,354.0,1193.0
gene_4_116,2789.0,5485.0,0.0,81832.0,7433.0,22399.0,433.0,10185.0,342.0,6225.0,5220.0,2291.0,5287.0,1047.0,83.0,22795.0,5335.0,46.0,0.0,19264.0,2972.0,11310.0
gene_4_117,3486.0,5582.0,6368.0,1681.0,419.0,1326.0,5941.0,44.0,1189.0,1476.0,218.0,592.0,75.0,117.0,298.0,1864.0,118.0,0.0,258.0,0.0,178.0,857.0
gene_4_118,645.0,3516.0,3211.0,760.0,6.0,16.0,9576.0,1272.0,6.0,87.0,10.0,729.0,655.0,1686.0,3587.0,1493.0,72.0,212.0,89.0,2206.0,3826.0,70.0
gene_4_119,398.0,42.0,868.0,3262.0,4556.0,44.0,7.0,35.0,12.0,10116.0,216.0,0.0,42.0,4084.0,244.0,55.0,100.0,95.0,0.0,2.0,9.0,139.0
gene_4_120,174.0,598.0,94.0,222.0,106.0,2941.0,16.0,2764.0,1070.0,85.0,1865.0,70.0,458.0,20.0,14.0,242.0,4.0,674.0,0.0,385.0,124.0,74.0
gene_4_121,166.0,183.0,104.0,0.0,268.0,25.0,16.0,60.0,108.0,3.0,190.0,52.0,0.0,1.0,2208.0,374.0,583.0,2005.0,764.0,106.0,13820.0,949.0
gene_4_122,311.0,75.0,120.0,622.0,365.0,49.0,1012.0,496.0,486.0,148.0,59.0,5.0,385.0,0.0,330.0,47.0,26.0,82.0,129.0,133.0,305.0,26.0
gene_4_123,20405.0,6851.0,5586.0,262.0,127.0,1297.0,790.0,2409.0,905.0,1678.0,3249.0,5.0,880.0,3093.0,511.0,4823.0,1641.0,3158.0,359.0,11.0,2234.0,1.0
gene_4_124,336.0,4060.0,177.0,283.0,1064.0,2299.0,687.0,1269.0,446.0,971.0,306.0,2868.0,4385.0,1798.0,5152.0,10236.0,8657.0,4343.0,779.0,273.0,670.0,3550.0
gene_4_125,4581.0,218.0,31.0,1413.0,89.0,8.0,123.0,1334.0,39.0,4.0,16.0,251.0,32.0,68.0,26.0,38.0,0.0,6.0,82.0,1.0,18.0,2.0
gene_4_126,184.0,177.0,0.0,55.0,71.0,53.0,463.0,393.0,247.0,205.0,36.0,132.0,302.0,91.0,5.0,148.0,178.0,6.0,30.0,419.0,62.0,64.0
gene_4_127,3.0,11.0,18.0,3.0,287.0,1341.0,397.0,167.0,145.0,193.0,659.0,1243.0,8.0,97.0,233.0,7.0,1148.0,118.0,611.0,604.0,59.0,2865.0
gene_4_128,7.0,0.0,1881.0,3.0,93.0,0.0,391.0,81.0,57.0,38.0,84.0,13.0,182.0,67.0,1.0,80.0,4.0,3263.0,177.0,24.0,1338.0,574.0
gene_4_129,2.0,0.0,6.0,6.0,80.0,110.0,25.0,126.0,2.0,29.0,5.0,5.0,81.0,234.0,2.0,907.0,64.0,881.0,0.0,29.0,643.0,1647.0
gene_4_130,848.0,19.0,246.0,655.0,79.0,695.0,160.0,79.0,50.0,66.0,185.0,46.0,7.0,9.0,20.0,7.0,18.0,433.0,178.0,0.0,417.0,321.0
gene_4_131,36.0,80.0,154.0,17.0,1.0,15.0,331.0,82.0,224.0,0.0,346.0,16.0,187.0,7.0,16.0,676.0,32.0,1.0,10690.0,2100.0,4179.0,195.0
gene_4_132,107.0,496.0,151.0,175.0,576.0,1175.0,110.0,260.0,72.0,307.0,7.0,67.0,37.0,237.0,100.0,31.0,55.0,0.0,476.0,254.0,216.0,93.0
gene_4_133,46.0,100.0,37.0,1.0,189.0,152.0,5.0,6.0,95.0,0.0,7.0,61.0,408.0,882.0,8238.0,171.0,3069.0,164.0,139.0,6516.0,3.0,2984.0
