,Shared_log_likelihood,model_1_log_likelihood,model_2_log_likelihood,log_likelihood_ratio
SPAC806.06c,22.37858013106677,1.4289076016489446,5.78304722970438,-15.166625299713445
SPAC806.07,6.3062074636562135,-5.4107313304431806,3.1882724143774226,-8.528666379721972
SPNCRNA.630,-38.025923816001026,-22.656002115011486,-13.939274231576052,1.4306474694134863
SPAC1F5.11c,12.965043200620515,-2.158665722979844,5.022483010477849,-10.101225913122507
SPNCRNA.632,-42.184837293620376,-18.945737492220182,-22.455771112614798,0.7833286887853959
SPNCRNA.633,-46.9387578868301,-29.924876477420483,-21.03629583589974,-4.022414426490124
SPAC1F5.07c,21.199451523720906,8.363315879364329,5.647887341730622,-7.188248302625952
SPAC1F5.04c,-15.032531064300448,-19.031257894093027,-13.109106178041975,-17.107833007834554
SPAC1F5.02,20.442400454441444,4.594876841593695,9.016377463713862,-6.8311461491338825
SPAC18B11.10,3.703088966604973,1.7478917531747022,2.3957843393782774,0.4405871259480065
SPNCRNA.635,-36.04359531076091,-19.761831534596116,-19.286992902006862,-3.005229125842064
SPAC18B11.09c,-5.2621545318477425,-9.536510358955317,-8.214978884134982,-12.489334711242554
SPAC18B11.08c,-5.483903903957753,-7.632310900169458,-7.483141193386192,-9.631548189597897
SPAC18B11.07c,23.095767385865337,6.135763429445831,13.610864728593194,-3.349139227826313
SPAC18B11.04,-13.964519104095174,-11.315899807209467,-6.75205903390296,-4.103439737017253
SPNCRNA.636,4.406896108993209,0.7338169818871982,0.01654068500576855,-3.6565384421002416
SPAC18B11.02c,3.395014202912023,-3.0124146313419544,1.3510766190166592,-5.056352215237318
SPAC12G12.15,-2.8112989409694857,-7.2659931159011535,1.8479801697245148,-2.606714005207152
SPNCRNA.637,-27.32196345247065,-16.286446830094828,-13.657093352241516,-2.6215767298656942
SPAC12G12.14c,3.9753656091155487,4.442945765682398,-3.019266253823833,-2.551686097256983
SPNCRNA.638,-28.033241061052042,-13.478640431292904,-15.220826373814097,-0.6662257440549553
SPAC12G12.10,12.038090559961065,3.545467818750748,2.9601355569569283,-5.5324871842533865
SPAC12G12.09,9.494893131668471,-8.243564041680699,-5.845187948697977,-23.583645122047145
SPAC12G12.06c,10.98907655762735,-2.1571506117631287,2.3523025774201365,-10.793924591970342
SPAC12G12.03,25.688964867262165,9.468643091510794,10.665722063782152,-5.554599711969222
SPAC630.05,-7.5142219438727045,-15.511223642567115,-10.20014670985514,-18.197148408549552
SPAC630.15,-40.28447479803922,-18.879448787394523,-16.238677186393723,5.166348824250973
SPATRNAPRO.01,-22.53181141306803,-8.444427741992666,-16.26705334340101,-2.179669672325648
SPAC630.11,7.5892906045917865,0.7979536391132349,2.816227144893912,-3.9751098205846422
SPAC630.12,13.382484462353174,10.391349159256727,5.06399772840653,2.072862425310081
SPAC630.13c,17.968603720777818,3.808316842428482,0.8495998912309659,-13.310686987118373
SPAC630.14c,9.422044450633349,-10.730257514709914,4.312253764535015,-15.840048200808251
SPAC1751.01c,-18.182434315421304,-12.042455170249278,-11.272227465555847,-5.1322483203838205
SPAC1751.04,-8.612871747327366,-14.067440043968013,-11.350973067853769,-16.80554136449441
SPAC1751.02c,7.062446953698982,-0.5504718978336882,3.4288169691103896,-4.184101882422278
SPAC31A2.02,-2.8954951251298766,-7.64624796154763,-13.902099423227524,-18.652852259645282
SPNCRNA.643,-48.53622259252741,-26.480108929541988,-23.292251777233172,-1.2361381142477512
SPAC31A2.03,16.265761237289738,4.39704037302154,7.335727403509481,-4.532993460758718
SPAC31A2.04c,19.47411858466738,-0.4641027263159998,-2.725576430890019,-22.6637977418734
SPAC31A2.06,22.72831266761307,7.121477607578505,10.337844168933225,-5.268990891101347
SPAC31A2.07c,8.983259543687723,-6.961471608634902,-3.3039118800849643,-19.24864303240759
SPAC31A2.09c,10.655756371619297,4.0339289817173585,6.483006986970164,-0.1388204029317741
SPAC31A2.11c,-9.495585217844642,-14.523465380863753,-15.218231438371324,-20.24611160139043
SPAC31A2.12,-5.478656482649157,-13.674388595074847,-12.429984323965053,-20.625716436390746
SPAC31A2.13c,-2.3545070077589614,-7.373749132587688,3.9592915895905603,-1.0599505352381655
SPAC31A2.14,0.4630686647807423,-6.3908806903814686,-7.751809606572433,-14.605758961734645
SPAC31A2.16,-1.6955570610330284,-11.545307409959294,-4.847541889446582,-14.697292238372851
SPAC13C5.01c,15.035448026382186,-0.5598365117439386,-1.6810613524332323,-17.276345890559355
SPNCRNA.644,-44.999558505721005,-25.721630432537406,-18.369315416013194,0.9086126571704084
SPAC13C5.04,-18.434261630354463,-15.990459933834051,-10.907761918665042,-8.463960222144628
SPNCRNA.645,-23.840818848686926,-16.477592361725222,-16.412739622166754,-9.049513135205054
SPAC13C5.05c,25.153078733514363,4.993967088818195,9.380567121397533,-10.778544523298626
SPAC13C5.06c,-9.587103739508258,-12.31872618436001,-11.577788093402624,-14.309410538254385
SPATRNAVAL.01,-34.237508655757225,-16.593152061778678,-20.500825116295427,-2.8564685223168738
SPAC23E2.02,10.936865423125283,2.870197291439005,3.0001892861992663,-5.066478845487012
SPRRNA.11,-7.9721762503092455,-7.34058816332265,-9.187429122446414,-8.555841035459817
SPAC24H6.12c,-3.808791169948336,-10.294765588980425,-13.071082100640984,-19.557056519673072
SPAC24H6.11c,-18.78094038687616,-16.699937829341145,-18.29544228087953,-16.21443972334452
SPNCRNA.652,-12.519867931703386,-6.060323912061008,-11.035061687569359,-4.575517667926982
SPAC24H6.09,6.75684077100577,-6.33005233075054,-0.6046397198693434,-13.691532821625652
SPAC24H6.07,12.394592659784234,0.07387644394468751,-1.6135121137971318,-13.934228329636682
SPAC24H6.06,6.55627041420744,-4.811839186194057,-3.4784925613582907,-14.846602161759787
SPAC24H6.04,19.47709735145854,7.574924942714888,6.7054195970687624,-5.196752811674892
SPNCRNA.653,-39.553963027872,-26.63251164701529,-21.366422481087056,-8.444971100230347
SPAC24H6.02c,-4.062911085196673,-5.5928091069040775,-2.9390122933346237,-4.468910315042027
SPNCRNA.654,-44.38507003305721,-24.154090056898085,-20.170941562844945,0.060038413314181575
SPAC24H6.01c,-4.009274733384012,-8.70986694167799,-6.941313796700719,-11.6419060049947
SPAC227.19c,-6.770989741048452,-3.9743489795582967,-3.008729625912593,-0.21208886442243724
SPNCRNA.655,-14.162123604246268,-12.307709730979285,-11.166044854937338,-9.311630981670357
SPAC227.05,5.090500204689398,0.008824250806426903,0.03730202554360318,-5.044373928339368
SPAC227.06,-4.227949469367181,-7.002072420327224,-3.9875296460488014,-6.761652597008843
SPAC227.07c,12.889100499658213,1.5251914120202343,5.971208542165872,-5.392700545472107
SPNCRNA.657,-16.933363670942626,-14.844356748666275,-10.194865353416183,-8.105858431139831
SPAC227.08c,-1.3872177577466047,-0.5951345157666204,-6.196615076436252,-5.404531834456269
SPAC227.09,-3.4320888971179504,-6.058291465356008,-0.12760831651462468,-2.753810884752681
SPAC227.10,11.788234608544938,1.6538373610451238,5.2809064867269155,-4.8534907607729005
SPAC227.11c,16.850552327148133,6.324894765552031,7.415716547242766,-3.109941014353339
SPAC227.12,1.9120194241763502,-0.7315845437456261,2.8666243433484913,0.2230203754265148
SPAC227.13c,-16.937393470502094,-12.285028060970884,-10.504624106435443,-5.8522586969042285
SPAC227.16c,-3.7170665259046696,-10.7417934163612,2.146670320401533,-4.878056570054998
SPAC2F7.04,-11.344767265021385,-13.428950052972422,-13.215217404471435,-15.299400192422466
SPNCRNA.660,-32.7862450356248,-22.859013947120303,-17.25072726826621,-7.323496179761713
SPNCRNA.661,-31.5398321832522,-14.686031064284949,-17.98689676395826,-1.1330956449910057
SPAC2F7.13c,18.858615328358265,0.6995342548294126,4.85314778703631,-13.305933286492538
SPAC2F7.15,14.461347427461007,4.6778119317747775,3.5156343934156027,-6.267901102270629
SPAC13A11.01c,20.43867389970925,8.987732224897242,10.070713143074196,-1.38022853173781
SPAC13A11.03,-20.245540348694252,-9.733207210110136,-13.77594503954482,-3.2636119009607008
SPAC13A11.04c,3.9058607393497335,-6.023466061066634,3.6715064228044954,-6.257820377611876
SPAC13A11.05,27.658913654042674,5.176395841122172,8.816063699902642,-13.666454113017855
SPAC3H8.02,22.746587077308522,7.2006554265790745,10.964905533225476,-4.581026117503967
SPAC3H8.03,-4.944422047046332,-12.048321125873473,-11.302025231316016,-18.40592431014316
SPNCRNA.663,-42.33342928772228,-24.865820485418386,-3.9596262013886983,13.507982600915199
SPAC3H8.04,0.5756322444882898,-6.324461296809705,-9.078808770962477,-15.978902312260473
SPNCRNA.156,-28.069549991422146,-7.160555990388326,-17.02336724237885,3.885626758654976
SPAC3H8.08c,-0.9121290078188836,-13.19598515093385,-8.533228575895347,-20.817084719010317
SPNCRNA.667,-29.31007186798977,-20.643094728535782,-6.40429653924955,2.2626806002044404
SPAC3H8.10,16.470375875978114,4.081482708614558,7.061732603527035,-5.327160563836522
SPAC1F3.01,12.793942786586198,-4.577989023222276,-4.865462907726659,-22.237394717535132
SPAC1F3.02c,-4.6486968717187125,-13.612151282474091,-10.022157031081132,-18.985611441836515
SPAC1F3.03,-9.481515744288645,-16.497525867222972,1.4430126834319952,-5.572997439502333
SPAC1F3.04c,-2.689596418917766,-2.596198310338089,5.046209274841073,5.139607383420749
SPAC1F3.05,-10.629960372403538,-6.066705209533656,-4.997855004630964,-0.4345998417610808
SPAC1F3.06c,7.349495375831643,3.5043540877417163,-4.563585428530821,-8.408726716620746
SPAC1D4.01,8.405610218988613,5.775059044098076,-1.4004043636786605,-4.030955538569199
SPAC1D4.02c,1.2949921119340786,-6.597286929039104,-6.729479640803773,-14.621758681776955
SPAC1D4.03c,-10.445386420544565,-8.745915590439418,-6.260607127432972,-4.561136297327824
SPNCRNA.670,-12.766547342663591,-9.812076792980804,-5.2880439420294865,-2.3335733923466946
SPAC1D4.05c,4.580833548520573,2.5648102821127523,-1.5536228878319418,-3.569646154239763
SPAC1D4.07c,-38.746087841842645,-28.858212459960328,-13.121475102940893,-3.2335997210585745
SPAC1D4.10,20.875284173749908,5.328013621850282,10.854301631335595,-4.692968920564027
SPNCRNA.671,-6.897110734332379,-7.139453166914311,-4.756077598032242,-4.998420030614174
SPAC1D4.12,15.193737331174958,-4.499855358340248,8.154577017016964,-11.539015672498245
SPAC1D4.14,43.98726756945095,17.637600830355822,12.973781905818312,-13.375884833276816
SPAC22F3.13,9.838360730102494,1.8020078660407608,3.480272019038264,-4.5560808450234695
SPNCRNA.675,-38.49918614707735,-24.439319840405286,-12.966879948768756,1.092986357903314
SPAC22F3.11c,-25.220319548208604,-12.70444178178426,-6.0072932424498315,6.508584523974504
SPAC22F3.10c,25.040595165238468,10.73390159669276,12.190434051836364,-2.116259516709341
SPAC22F3.08c,1.563182176598218,-2.2009513922560764,-7.5320204218173155,-11.296153990671609
SPAC22F3.07c,15.489286343905086,4.983902023547426,6.373617155814955,-4.131767164542705
SPAC22F3.05c,2.4057175795200507,-4.454414089263461,-8.537188284759589,-15.3973199535431
SPNCRNA.676,-38.85463856848482,-22.422668833225497,-18.95458177903502,-2.5226120437756947
SPAC22F3.03c,0.5545145593286662,-0.2566988847639209,3.8062696317961664,2.9950561877035784
SPAC1296.03c,-18.04845715441082,-9.487111734029792,-12.246209934331509,-3.68486451395048
SPAC1296.04,-12.36611117148236,-13.925521372312891,-17.491950621702454,-19.05136082253299
SPAC1296.05c,-11.139325757305231,-4.1474535694567365,-4.569942579303317,2.4219296085451774
SPAPJ696.02,30.283254897164714,13.128616229930033,12.62967715413726,-4.524961513097416
SPAC22G7.01c,24.295013931186126,7.371938879616351,10.414643507968364,-6.508431543601412
SPNCRNA.677,0.9108857319019849,-1.109554466965232,-3.484425906862377,-5.504866105729595
SPAC22G7.03,-12.98772083465483,-9.691698889417296,-7.147816434531472,-3.8517944892939373
SPNCRNA.678,-46.245808022529296,-25.028068004763718,-22.445018849723578,-1.2272788319580028
SPAC22G7.05,-2.395504785305505,-11.101292035319588,-12.202470315338905,-20.908257565352987
SPAC22G7.09c,-8.10927136549406,-14.79660516890456,-9.537064150622264,-16.224397954032764
SPAC22G7.10,16.278393835593118,11.234532409971271,1.5543803597123684,-3.489481065909484
SPAC4G8.02c,-1.8306144438784957,-2.7489098483404284,-4.033840491406412,-4.952135895868345
SPAC4G8.03c,-13.179875280146895,-15.240323322406704,-13.926692785947804,-15.987140828207615
SPAC4G8.06c,5.574216307501992,0.511548754686217,-8.515853540792655,-13.57852109360843
SPAC4G8.08,-13.36422879990942,-9.25352234069044,-7.936559633457791,-3.8258531742388118
SPAC4G8.11c,-5.058778588842969,-0.8450128208516112,-0.3933398982880085,3.8204258697033495
SPAC4G8.12c,-16.393354433060047,-15.581331354176452,-10.192631095462348,-9.380608016578755
SPAC4G8.13c,3.907657213896528,-5.693953207022709,-10.307156398552351,-19.908766819471587
SPAC16C9.05,1.5009986520511092,-9.676633794575324,5.021897390672926,-6.1557350559535084
SPAC2G11.02,19.472572475908308,-5.153227181072567,1.506639395047575,-23.119160261933303
SPAC2G11.03c,-2.7342760411238203,-5.410999784826199,-1.6166350935511566,-4.293358837253535
SPAC2G11.06,7.598026305880253,-1.4027818294610732,6.896991303356573,-2.103816831984755
SPNCRNA.688,-9.709616721341616,-8.268300926257638,-5.740502230484736,-4.299186435400757
SPAC2G11.07c,23.75393988779661,6.2419786306337866,10.85185673422739,-6.660104522935427
SPAC2G11.09,7.361570527533082,-7.186220705592987,-5.297176128537991,-19.844967361664057
SPAC2G11.12,-6.766405595397687,-15.829720272474127,-8.940031472757596,-18.003346149834034
SPNCRNA.691,-50.69650238321898,-27.989451896323022,-19.44029824635045,3.266752240545493
SPNCRNA.692,-31.796739535013238,-20.28988652771715,-11.30718853158466,0.19966447571142965
SPAC521.02,13.879932631532784,5.804639084247202,4.648490507514079,-3.4268030397714995
SPAC521.03,1.9737571238200289,-2.901360565281056,-3.8365706669581954,-8.71168835605928
SPAC521.05,8.039113084377796,2.252687849809256,-4.083813959255596,-9.870239193824137
SPAC23G3.01,23.203821050467525,7.925582972989616,8.285227374845284,-6.993010702632624
SPNCRNA.694,-41.92126725198785,-21.482766141904197,-25.162183398623746,-4.7236822885400835
SPAC23G3.04,-10.10986577698698,-13.857206341193738,-0.1610821585026443,-3.9084227227094033
SPAC23G3.06,18.005947718026697,1.7709623799431142,0.3433119687062067,-15.891673369377374
SPAC23G3.07c,-24.280119377734824,-19.97422595209941,-20.932010497799133,-16.62611707216372
SPAC23G3.08c,7.21396296155244,-6.78696510863022,2.953639660827463,-11.047288409355195
SPAC23G3.10c,5.682617470272093,7.798834252647233,3.207013460874915,5.3232302432500544
SPAC22H12.01c,5.284830562016985,-2.7058829694947453,-6.4482459337879625,-14.438959465299694
SPAC22H12.02,8.615817861775547,-9.610340684275489,3.5988592454857766,-14.627299300565259
SPAC22H12.05c,2.064338119882485,-4.711196667149245,-3.519010126519948,-10.29454491355168
SPAC1687.01,-1.2172336113050477,-12.370843835605893,-9.080601827051352,-20.2342120513522
SPAC1687.04,-1.0185661591218462,-5.490323181308547,-2.256927946193688,-6.7286849683803895
SPAC1687.05,-8.373052238223863,-1.7820273868888634,-12.941456777297585,-6.350431925962582
SPAC1687.06c,-5.241668970938819,-6.7668122093892045,-4.46136380616624,-5.986507044616626
SPNCRNA.696,-47.63230125892451,-31.44720368671979,-22.88545090023269,-6.7003533280279735
SPAC1687.11,5.0389466392100095,-10.942915217319147,-7.728837921699721,-23.71069977822888
SPAC1687.12c,2.507357041972149,-8.6398348096163,4.503810853258436,-6.643380998330013
SPAC1687.14c,-14.688136257530038,-14.838633264585082,-12.916720968322993,-13.067217975378034
SPAC1687.16c,-24.99973096044605,-14.474902355876106,-14.365633958627145,-3.840805354057196
SPATRNAALA.01,-14.331602511000952,-8.960469679966726,-6.8289834458972765,-1.4578506148630517
SPAC1687.17c,-2.500191783209985,0.11176386403962724,-1.708324429649494,0.9036312176001182
SPAC1687.18c,9.17760883058483,-3.6469608972515104,0.6009467437807459,-12.223622984055595
SPAC1687.19c,5.013990424236071,-1.5420099976571182,-8.902708143359476,-15.458708565252664
SPAC1687.20c,-10.122746512012382,-13.150786756550856,-11.204543333900723,-14.232583578439195
SPAC222.03c,2.548508690395984,-3.1274859960228483,1.2167623851872271,-4.459232301231605
SPAC222.19,-10.672673765307836,-9.166197781320973,-7.403043977084653,-5.896567993097791
SPAC222.04c,14.054482791467798,3.7114371526414978,5.2101456425472525,-5.132899996279047
SPAC222.06,-0.7417864321707839,-8.136507921941124,-11.964594245866175,-19.35931573563652
SPAC222.07c,-4.793875968109249,-10.899015827914877,-10.720949068220149,-16.826088928025776
SPAC222.08c,-3.345907830896188,-7.746203308213197,-1.860822212922436,-6.261117690239445
SPSNRNA.02,-7.467544682550474,-3.8225462095664433,-6.837917560212822,-3.192919087228791
SPAC222.17,-13.752945454105244,-9.688190952544199,-8.258604925790415,-4.193850424229371
SPNCRNA.701,-36.025045235640455,-22.62611200225654,-13.249072852526885,0.14986038085702091
SPAC222.15,-44.14982031658064,-21.15660325435189,-24.242215136800144,-1.2489980745714035
SPAC222.18,-5.756997080949148,-5.876190726055306,-4.023842877491081,-4.143036522597239
SPAC222.16c,5.509324418770176,-1.7874416501494217,3.093483647600081,-4.203282421319518
SPAC821.05,17.588412666551722,-0.22533061102291896,4.090673312448922,-13.723069965125726
SPNCRNA.702,-39.64776730568351,-23.94945449538752,-17.90019272608073,-2.201879915784737
SPAC821.06,16.320319661771848,7.175814076693783,4.619201381818336,-4.525304203259728
SPNCRNA.703,-32.13779175043998,-22.092332843455342,-8.326384490919093,1.719074416065542
SPAC821.08c,-3.8857204626657587,-12.628723139905471,-8.59196286698861,-17.33496554422832
SPAC821.09,-13.907693004250506,-17.820140178348588,-13.238923293982374,-17.15137046808046
SPAC821.10c,-5.365092062515423,-8.29574538754617,-10.21174716382987,-13.142400488860615
SPAC821.12,15.09202683954888,-0.2943402590669137,0.5226429176346237,-14.863724180981169
SPNCRNA.220,-29.09171803812766,-14.721941177427746,-16.445050986174518,-2.0752741254746105
SPAC139.01c,12.524761012646115,4.233129130758552,8.610429693057728,0.3187978111701639
SPNCRNA.704,-32.14707880648423,-20.92980147039313,-22.482910803502037,-11.265633467410936
SPAC139.02c,-11.520606482819753,-8.07024129324418,-11.426625571717693,-7.976260382142121
SPAC23C4.03,29.64391414583161,11.084337025795037,8.452907770780879,-10.106669349255693
SPAC23C4.05c,-2.0665039186423115,-12.765280787860242,-9.409565571662363,-20.108342440880293
SPAC23C4.06c,11.038781293841446,1.3910884903087182,2.9473128888830296,-6.700379914649697
SPAC23C4.09c,-1.6112119154824924,-9.00406059760207,-3.493918055857243,-10.88676673797682
SPAC23C4.10,-16.659472113968036,-11.357659414585795,-9.815282527407,-4.5134698280247605
SPAC23C4.11,4.4085554746182325,-2.4654286678552206,0.9075590799283866,-5.966425062545067
SPAC23C4.13,-3.3208732880057497,-8.756118099087656,-8.6412264831614,-14.076471294243307
SPAC23C4.14,-12.56577733785425,-13.704339255348136,-4.137591207219753,-5.276153124713641
SPAC23C4.15,10.319982664744993,-4.829341515321037,-1.3599285047107017,-16.50925268477673
SPAC23C4.17,-1.3835913388922378,-8.499366328352881,-12.236682483373304,-19.352457472833947
SPAC23C4.18c,1.1944403202759375,-9.961971404523926,-9.96205981007826,-21.118471534878122
SPAC1A6.01c,16.15360953854264,4.113716943644889,6.360519145384426,-5.679373449513324
SPAC1A6.02,2.377961080925445,-4.848690383965336,-7.936493733267003,-15.163145198157785
SPAC1A6.03c,7.992899110553274,-7.409089751835157,-5.564322964850227,-20.96631182723866
SPAC1A6.04c,2.089606675242805,-2.26743364532771,-2.3702984923664485,-6.7273388129369645
SPNCRNA.710,-25.838499818192894,-14.65758346858335,-13.311246310508015,-2.1303299608984787
SPAC1A6.06c,-33.055509455648824,-20.506777338510272,-11.957005769511046,0.5917263476275139
SPAC1A6.08c,-25.98125277886047,-14.034154336787116,-11.107024222092152,0.8400742199812008
SPAC30D11.14c,11.087084196267243,4.411082423204807,9.3591018122219,2.683100039159463
SPATRNASER.01,-6.8471541603704935,-3.184917769829529,-7.747877354390277,-4.085640963849311
SPATRNAMET.01,-27.985177002804022,-7.363600631633848,-15.098847826422125,5.522728544748047
SPNCRNA.711,-47.654058036645395,-23.408197279855887,-27.784358081405816,-3.5384973246163085
SPAC30D11.07,-28.137391500117626,-17.94264496806035,-9.711463198746287,0.4832833333109896
SPAC30D11.06c,-0.8871731525642943,-6.445974083233197,2.4896159233738224,-3.0691850072950797
SPAC30D11.05,-10.462241426752913,-6.7966874959055055,4.792721727726804,8.458275658574209
SPAC30D11.02c,-46.84343428104637,-26.29192913161046,-21.373579691308446,-0.8220745418725315
SPAC56F8.02,14.872226854372116,-7.007282535044947,0.6571340107491253,-21.222375378667934
SPAC56F8.04c,10.774893777070249,3.8822012550431353,7.345812661350897,0.4531201393237865
SPAC56F8.06c,-19.779395094428263,-19.503242035233672,-11.45518722639424,-11.179034167199653
SPAC56F8.09,-1.6328416524828953,-11.591822211324756,-11.62243341780809,-21.581413976649948
SPNCRNA.716,-13.069102042350993,-9.690984588738146,-2.374113894653526,1.0040035589593188
SPAC56F8.12,-52.13070367914641,-28.03475134811236,-24.64852272202341,-0.5525703909893593
SPAC56F8.16,-37.61546385069634,-31.03794443271077,-13.643954655730855,-7.0664352377452815
SPAC22A12.02c,-46.92012294291381,-24.328428907269945,-24.14972363851389,-1.558029602870015
SPAC22A12.04c,12.250283133648214,1.9173439453101864,-4.106686634070957,-14.439625822408988
SPNCRNA.717,-42.61564237850621,-20.389374967478822,-22.78176905514864,-0.5555016441212501
SPAC22A12.07c,32.125037003318894,12.727957133680173,14.097446415672346,-5.299633453966387
SPAC22A12.08c,12.40205189686632,1.6485860229170477,9.377386689678877,-1.3760791842703952
SPAC22A12.10,19.378865346262828,8.824130618626867,8.473895053612676,-2.0808396740232844
SPAC22A12.09c,-5.250639010379019,-6.085967795002986,-0.7896041379302509,-1.624932922554219
SPAC22A12.11,8.465561432242204,-2.032224111923167,1.2525665507849588,-9.245218993380412
SPAC22A12.12c,13.262017056727082,8.14719082513961,10.8200511040355,5.705224872448027
SPAC22A12.14c,-3.377462826315416,-3.1822666146344436,-4.712790691591113,-4.517594479910142
