,Shared_log_likelihood,model_1_log_likelihood,model_2_log_likelihood,log_likelihood_ratio
SPAC24B11.05,-223.5739533840173,-115.30747133924257,-113.57962041110059,-5.313138366325886
SPAC24B11.08c,-185.22605373209942,-95.20999276924809,-92.95682268152872,-2.9407617186774075
SPAC24B11.09,-203.8909409234216,-104.78289412298888,-100.62016408092852,-1.5121172804958007
SPAC24B11.11c,-220.890144182957,-115.36233567040514,-113.46329549247248,-7.935486979920653
SPAC24B11.12c,-282.81376367816335,-144.65909970514642,-144.15559639138363,-6.000932418366631
SPNCRNA.624,-164.8999590901534,-86.36194940782255,-80.57914625186525,-2.0411365695343875
SPAC806.02c,-233.44821201434132,-120.74563952950363,-117.96691443597418,-5.264341951136514
SPNCRNA.625,-129.0693789854075,-67.28565272239133,-63.72046734299438,-1.936741079978248
SPAC806.11,-74.31139402647419,-38.258243139799156,-36.73014257440333,-0.6769916877283038
SPNCRNA.626,-149.76499182688596,-82.5132019493252,-76.64871672931369,-9.396926851752909
SPNCRNA.627,-80.26834962274098,-37.912558661776465,-43.241619193862114,-0.8858282328975946
SPNCRNA.628,-69.49857947927417,-26.105540711861096,-40.66275864520879,2.730280122204292
SPAC806.06c,-208.68954439917252,-102.9132397701794,-109.54037345879514,-3.764068829802
SPAC806.07,-232.6286428987476,-124.94252602194227,-115.43953413458117,-7.753417257775851
SPNCRNA.630,-138.35460081534538,-73.50085731612369,-69.21902705623015,-4.365283557008438
SPAC1F5.11c,-261.3188641122873,-135.3667450214133,-158.90582977334884,-32.95371068247488
SPNCRNA.632,-56.76224530959894,-25.560516665542306,-30.304242019002885,0.8974866250537445
SPNCRNA.633,-105.57344697452936,-54.71310766480336,-52.57355304484472,-1.7132137351187282
SPAC1F5.07c,-205.89388881420226,-104.3842173967008,-105.24182228563384,-3.732150868132351
SPAC1F5.04c,-232.16760044670582,-121.53279790153164,-114.40384639552171,-3.769043850347572
SPAC1F5.02,-288.87562974004663,-149.71780914711482,-145.56052339561938,-6.4027028026876
SPAC18B11.10,-226.04154362061038,-115.95376408619437,-115.11028954810585,-5.022510013689782
SPNCRNA.635,-66.66770469326372,-33.998740921358674,-33.605286970852625,-0.9363231989475764
SPAC18B11.09c,-189.6474015326769,-99.60415490572416,-96.10575345949387,-6.062506832541118
SPAC18B11.08c,-187.1975845144016,-94.86994902892107,-95.39542268714372,-3.067787201663208
SPAC18B11.07c,-188.80508543069686,-99.6430359586745,-93.37150342231008,-4.209453950287696
SPAC18B11.04,-184.0710140190579,-97.663486427745,-94.37061050686201,-7.963082915549108
SPNCRNA.636,-177.0014190235574,-88.89156252729951,-91.69577232389143,-3.5859158276335847
SPAC18B11.02c,-222.43908451804745,-113.91603207325949,-111.85307664936462,-3.330024204576688
SPAC12G12.15,-178.968990555161,-94.67565073430993,-86.12763538805694,-1.8342955672058563
SPNCRNA.637,-120.35584371841897,-61.525697236163474,-61.295784240220726,-2.46563775796524
SPAC12G12.14c,-180.4021685146958,-88.26925473246969,-94.94281265726922,-2.809898875043075
SPNCRNA.638,-40.361527576190475,-21.389094267150085,-18.997625147538397,-0.025191838498002998
SPAC12G12.10,-214.53570431598732,-109.22881140525827,-110.43136737938408,-5.124474468655052
SPAC12G12.09,-220.00407082132327,-113.42674405306327,-111.86503293229948,-5.287706164039463
SPAC12G12.06c,-247.26005646078826,-126.19151224741606,-126.20355529478735,-5.135011081415115
SPAC12G12.03,-218.77243386141961,-112.89335328745058,-111.32888735586744,-5.4498067818983875
SPAC630.05,-228.5249009829503,-119.91795060427879,-114.5648400577914,-5.957889679119943
SPAC630.15,-155.24872216550818,-78.58379867463302,-80.33356281057362,-3.6686393196984572
SPATRNAPRO.01,-222.60063164669967,-107.59827041423485,-116.85881984442574,-1.8564586119608748
SPAC630.11,-205.2741771401157,-105.08461343018948,-104.23285873604132,-4.043295026115119
SPAC630.12,-196.07593565252984,-97.72668558229141,-102.77321666390513,-4.423966593666705
SPAC630.13c,-229.254347718774,-117.47576394987291,-117.67064904356278,-5.8920652746616895
SPAC630.14c,-223.32948112441213,-115.94255545755544,-112.32650455723324,-4.939578890376566
SPAC1751.01c,-180.63608982212108,-93.64807926507994,-92.27435188309052,-5.2863413260493815
SPAC1751.04,-187.3022160456673,-100.01049383391934,-98.54223975755957,-11.250517545811588
SPAC1751.02c,-203.28557745487058,-106.00749580503569,-101.08869934810112,-3.8106176982662414
SPAC31A2.02,-218.6222721022636,-111.99325530487343,-111.59444134017514,-4.9654245427850014
SPNCRNA.643,-105.49404224804056,-56.06216093743122,-50.96701816862259,-1.53513685801326
SPAC31A2.03,-204.0572415652537,-105.3245151779271,-103.32842024027096,-4.595693852944351
SPAC31A2.04c,-228.76596082245467,-117.1094572255773,-117.7740522707086,-6.117548673831237
SPAC31A2.06,-205.6583367375693,-107.18508391035431,-103.73345148299109,-5.260198655776065
SPAC31A2.07c,-252.8426616218952,-130.42223704747693,-127.81362252152228,-5.393197947104029
SPAC31A2.09c,-193.27148764515843,-100.0863075596192,-98.54020439947985,-5.355024313940618
SPAC31A2.11c,-199.56482006572438,-101.35197606724495,-102.66095452936196,-4.448110530882559
SPAC31A2.12,-247.8042067850229,-125.8986654450396,-126.75103255901104,-4.845491219027792
SPAC31A2.13c,-178.7788562733805,-95.742125079441,-84.08065811585732,-1.0439269219178016
SPAC31A2.14,-206.08817716269033,-104.76933562252968,-106.08246405507195,-4.7636225149113045
SPAC31A2.16,-225.00291596709647,-114.01066544050218,-115.90132668150652,-4.9090761549122135
SPAC13C5.01c,-250.0145403341093,-128.4660537590262,-127.8191458277925,-6.270659252709379
SPNCRNA.644,-93.62374887088016,-45.92272074978618,-46.53608350876676,1.164944612327233
SPAC13C5.04,-241.02232571208276,-128.14604856829942,-137.6191092742572,-24.74283213047389
SPNCRNA.645,-149.71755237191402,-79.295047385499,-78.83449104261891,-8.411986056203887
SPAC13C5.05c,-195.01242573681395,-105.4061028706884,-100.36893946533615,-10.762616599210618
SPAC13C5.06c,-188.25261908828784,-104.95536107449772,-101.99889609661786,-18.701638082827746
SPATRNAVAL.01,-330.36853488382803,-163.35929561498094,-169.13942536102942,-2.130186092182271
SPAC23E2.02,-206.31954310258132,-106.1056057529656,-105.22414138438556,-5.010204034769856
SPRRNA.11,-299.50566301547434,-154.3013609984354,-149.7098180694904,-4.505516052451469
SPAC24H6.12c,-237.4022215499237,-121.1988512839156,-120.43704839132704,-4.233678125318875
SPAC24H6.11c,-226.415738828046,-116.84351968931328,-113.20570289754812,-3.633483758815373
SPNCRNA.652,-159.6007358005277,-80.0256621134593,-84.09010023816272,-4.515026551094309
SPAC24H6.09,-234.46974019991333,-118.88035873864388,-120.36510830034626,-4.7757268390768095
SPAC24H6.07,-318.07300042875573,-159.13727658779618,-163.82172464634087,-4.886000805381343
SPAC24H6.06,-204.88582331086903,-105.48671304168877,-104.4663766394672,-5.067266370286916
SPAC24H6.04,-281.07201857830466,-143.36397817472772,-144.17283834600357,-6.464797942426572
SPNCRNA.653,-69.33055869124365,-33.76840333250237,-34.51899036299188,1.0431649957494074
SPAC24H6.02c,-172.7186227006664,-90.20455394925976,-86.93995673111336,-4.425887979706714
SPNCRNA.654,-85.44675785490595,-41.82175467826899,-40.98009418780689,2.644908988830068
SPAC24H6.01c,-184.65017811862407,-92.83685280090349,-93.0185650615782,-1.205239743857618
SPAC227.19c,-152.66182511417136,-77.30623042527785,-75.49655755176691,-0.14096286287343673
SPNCRNA.655,-172.06525433304432,-88.00099723004398,-90.1611260443835,-6.096868941383151
SPAC227.05,-201.12919842450577,-103.46839891980586,-102.69539468037449,-5.03459517567461
SPAC227.06,-196.95337811271654,-102.04355924445684,-100.36794080715632,-5.458121938896596
SPAC227.07c,-229.2196981556039,-119.6923001063677,-114.89242115780162,-5.365023108565424
SPNCRNA.657,-175.49337242112136,-99.38213533568079,-95.36423369825995,-19.2529966128194
SPAC227.08c,-174.3462992445975,-87.44967729405674,-86.46506280944445,0.4315591410963293
SPAC227.09,-183.02119773257968,-96.55878538950591,-88.96632414423469,-2.5039118011608816
SPAC227.10,-201.34300750891566,-105.15947505751132,-100.8782488692415,-4.694716417837185
SPAC227.11c,-176.3444732417968,-91.16851083576141,-88.21728484568081,-3.041322439645427
SPAC227.12,-199.7575699420963,-104.20241195290757,-100.95435870285894,-5.399200713670268
SPAC227.13c,-245.62176506040316,-125.35311525994464,-124.64904437355995,-4.380394573101455
SPAC227.16c,-173.58402307762867,-92.16422344725885,-84.11476303984823,-2.6949634094783903
SPAC2F7.04,-192.43787603277644,-102.29491112660568,-100.74060931483952,-10.597644408668742
SPNCRNA.660,-115.81011552455713,-57.19652051056337,-61.17752933295869,-2.563934318964911
SPNCRNA.661,-138.55568142605006,-69.51118238697106,-69.40565750193558,-0.3611584628565936
SPAC2F7.13c,-255.96286229173614,-129.82582883570382,-131.97016905732863,-5.833135601296277
SPAC2F7.15,-192.74562559738885,-100.50736696556585,-98.26067910636569,-6.022420474542685
SPAC13A11.01c,-216.80140788636703,-111.12985546348386,-110.02255270587152,-4.351000282988366
SPAC13A11.03,-272.8298885613296,-137.72170510265212,-138.62731461286413,-3.519131154186653
SPAC13A11.04c,-199.20299627279564,-101.269515228672,-101.64031079321477,-3.706829749091128
SPAC13A11.05,-246.3420436365284,-125.51152605783308,-126.16307836872022,-5.332560790024928
SPAC3H8.02,-220.50615457509466,-114.54336443453728,-110.5805285607123,-4.61773842015495
SPAC3H8.03,-170.39172935122997,-87.00973135764252,-87.53516972556851,-4.153171731981047
SPNCRNA.663,-128.85835952640008,-70.23710551216803,-55.77181113506396,2.8494428791680946
SPAC3H8.04,-233.98978075510064,-119.43966000805055,-119.87277178265377,-5.322651035603712
SPNCRNA.156,-42.8523171878455,-15.635098500767384,-25.42477398851884,1.7924446985592797
SPAC3H8.08c,-204.36461236136464,-104.57140052607714,-104.25213081744104,-4.458918982153506
SPNCRNA.667,-128.72403607486902,-69.5898737512718,-60.10964709589375,-0.975484772296511
SPAC3H8.10,-234.66023285136933,-121.43374725754009,-118.5639232790298,-5.3374376852005705
SPAC1F3.01,-237.5553151192837,-120.9378515126068,-121.58480646977159,-4.967342863094672
SPAC1F3.02c,-228.93806688407727,-118.75131603343512,-113.99324813968984,-3.8064972890476834
SPAC1F3.03,-210.89519915329427,-110.75568644013794,-101.65793381983644,-1.5184211066801367
SPAC1F3.04c,-201.2800496488469,-106.17748171556488,-98.48646432115858,-3.383896387876604
SPAC1F3.05,-203.2764961309805,-105.58943374554629,-101.61966173901155,-3.9325993535773587
SPAC1F3.06c,-270.53150191642317,-135.43486256891683,-139.96454683614417,-4.867907488637742
SPAC1D4.01,-162.66766799346888,-79.76718381175559,-86.92530713130544,-4.024822949592164
SPAC1D4.02c,-203.70698263238287,-104.7636309973499,-104.1094224080179,-5.166070772984881
SPAC1D4.03c,-171.6590242566592,-87.16746607164282,-87.40931607486567,-2.9177578898492986
SPNCRNA.670,-131.20767584020834,-67.94505305810046,-65.88967009422261,-2.627047312114712
SPAC1D4.05c,-190.98313053629704,-94.86021602730058,-99.61602353852871,-3.4931090295322638
SPAC1D4.07c,-108.76121874623765,-59.0061756276195,-50.49096350817315,-0.7359203895550053
SPAC1D4.10,-200.4150050124884,-105.37101178216456,-99.5761667208238,-4.532173490499957
SPNCRNA.671,-150.35788275602525,-79.17542765312476,-75.96421970820795,-4.7817646053074725
SPAC1D4.12,-206.0242888568316,-105.70778178652564,-103.429093956157,-3.112586885851101
SPAC1D4.14,-218.47141830812612,-111.66475881995405,-113.44870062446873,-6.642041136296626
SPAC22F3.13,-203.13721060708502,-105.22772523009344,-102.39043179345104,-4.480946416459432
SPNCRNA.675,-134.47583957073977,-70.51054885488816,-65.64423641345135,-1.6789456975997157
SPAC22F3.11c,-174.37567887317118,-91.69124914511559,-86.90653791959852,-4.2221081915429295
SPAC22F3.10c,-232.17447431067848,-120.40549168974859,-118.74906805637386,-6.980085435443982
SPAC22F3.08c,-216.7735970960356,-110.61425316421736,-111.35466891935631,-5.1953249875381005
SPAC22F3.07c,-217.4668054068671,-111.88450784176868,-110.19983808184759,-4.6175405167491865
SPAC22F3.05c,-223.0386354388776,-112.2114117342276,-115.22949842460623,-4.402274719956267
SPNCRNA.676,-66.67920542041722,-33.604108010835326,-32.86428064934127,0.21081676024061835
SPAC22F3.03c,-169.34672604933274,-84.78400889963122,-81.82407491324899,2.7386422364525345
SPAC1296.03c,-152.92348752219752,-78.4023834999206,-78.47344324295892,-3.9523392206820063
SPAC1296.04,-187.435028858253,-95.90652622752249,-95.63612540452387,-4.107622773793423
SPAC1296.05c,-199.69919099257146,-102.2985627268325,-102.0540544383116,-4.653426172572665
SPAPJ696.02,-229.53779162750655,-117.07661412354251,-117.18330900855024,-4.722131504586173
SPAC22G7.01c,-234.2983041201985,-122.01276958673569,-118.77933423221943,-6.493799698756617
SPNCRNA.677,-156.95420009305099,-79.78821773647057,-78.06426996285317,-0.8982876062727314
SPAC22G7.03,-146.78214754534486,-75.03702145086167,-75.0955191562875,-3.35039306180434
SPNCRNA.678,-117.2667774719409,-56.775363565857326,-61.95779664052978,-1.4663827344461993
SPAC22G7.05,-244.34070117772126,-124.00723815345849,-124.95575736358187,-4.622294339319153
SPAC22G7.09c,-222.92666129770438,-115.37308464945595,-112.84342359104213,-5.289846942793672
SPAC22G7.10,-204.6059214367118,-99.40974912500955,-108.80721341317451,-3.6110411014722668
SPAC4G8.02c,-249.3941787176132,-126.42869206563026,-127.92433899248721,-4.958852340504251
SPAC4G8.03c,-187.8482480722093,-97.29646411120638,-94.84330726642716,-4.291523305424248
SPAC4G8.06c,-201.55660109229748,-100.73102872600514,-103.20011056977499,-2.3745382034826155
SPAC4G8.08,-147.71743623315524,-76.83949801705154,-74.74289229773245,-3.8649540816287526
SPAC4G8.11c,-157.24266761389558,-81.22197785938592,-81.31528795162295,-5.29459819711326
SPAC4G8.12c,-181.80428283336818,-91.76817191098156,-87.8973025690929,2.1388083532937396
SPAC4G8.13c,-218.98748718558525,-109.79274583313084,-113.3695542975136,-4.174812945059188
SPAC16C9.05,-207.79704682176242,-107.75012580773534,-103.70057648752508,-3.653655473497992
SPAC2G11.02,-254.4265364266506,-130.54280024925956,-128.90725785294907,-5.023521675557987
SPAC2G11.03c,-189.06597246612645,-98.68220068502687,-95.78279077090059,-5.3990189898010215
SPAC2G11.06,-187.50017150188026,-99.70912009084442,-89.08127270907706,-1.2902212980411891
SPNCRNA.688,-161.5223386437733,-84.32730227692527,-81.5099899330578,-4.314953566209739
SPAC2G11.07c,-269.0273257219124,-165.65032970910937,-135.605538799083,-32.22854278628006
SPAC2G11.09,-238.6004730979973,-121.28014982912487,-122.15164258374277,-4.8313193148703135
SPAC2G11.12,-231.44189186765817,-117.67887501513138,-118.5696557501676,-4.806638897640823
SPNCRNA.691,-105.91306256150506,-56.94158863111159,-45.25028453385018,3.721189396543295
SPNCRNA.692,-128.34775841894174,-66.05250067115853,-64.01783350180756,-1.7225757540243478
SPAC521.02,-203.91650343894412,-104.23510101426909,-103.2299977593175,-3.548595334642414
SPAC521.03,-253.56034760603671,-138.78979390089003,-132.5144145544537,-17.743860849307055
SPAC521.05,-332.0759847173373,-166.17857540704918,-171.15241633252967,-5.2550070222415
SPAC23G3.01,-265.5449888738665,-137.5441372809077,-136.37235607726734,-8.37150448430856
SPNCRNA.694,-92.17476582924135,-43.79314494856515,-49.2098948907885,-0.8282740101123096
SPAC23G3.04,-170.8950304633013,-89.4692576901905,-85.21958605915471,-3.7938132860439
SPAC23G3.06,-293.5203791866058,-148.61935500193204,-150.43058553443674,-5.529561349762957
SPAC23G3.07c,-181.08680857148755,-92.67588758387274,-91.86272973674922,-3.4518087491344147
SPAC23G3.08c,-206.84075286659427,-106.04198219914619,-107.04572650138023,-6.246955833932162
SPAC23G3.10c,-202.71824486126386,-101.72291426504414,-106.3904341820572,-5.395103585837518
SPAC22H12.01c,-204.55684012134103,-119.8259255348253,-119.69871397617914,-34.96779938966341
SPAC22H12.02,-243.96299877927444,-126.45318882315512,-122.29032676006466,-4.780516803945346
SPAC22H12.05c,-202.91627646932238,-106.45073049832695,-100.48784715319336,-4.022301182197879
SPAC1687.01,-223.82397422875943,-115.61746885907604,-114.04412209624165,-5.837616726558224
SPAC1687.04,-172.31653092171902,-91.65803144502144,-87.09287049606434,-6.434371019366778
SPAC1687.05,-209.41683698753258,-106.28238265724316,-107.74416344027895,-4.609709109989523
SPAC1687.06c,-287.9514855454978,-148.51706994255062,-143.11516376081562,-3.6807481578683787
SPNCRNA.696,-117.24350263781959,-60.628450151545564,-58.412187692410726,-1.7971352061366872
SPAC1687.11,-278.9716926659615,-142.1568529614222,-141.44914143788162,-4.63430173334234
SPAC1687.12c,-208.6083057384296,-108.71287929639375,-104.56141482450121,-4.6659883824653425
SPAC1687.14c,-174.648187605259,-95.97988000425735,-99.0002915259938,-20.331983924992162
SPAC1687.16c,-175.42228982943513,-88.16056611957805,-89.07061959574995,-1.8088958858928947
SPATRNAALA.01,-173.6280583988478,-86.73183285179344,-88.40255733159178,-1.506331784537423
SPAC1687.17c,-182.6465851782617,-94.04319901933336,-93.33882576950369,-4.735439610575328
SPAC1687.18c,-207.45991788828246,-105.25737684756172,-106.44062365382702,-4.238082613106259
SPAC1687.19c,-232.41036013346007,-117.51518215603045,-119.64257915880569,-4.7474011813760635
SPAC1687.20c,-185.33345326009675,-96.41179608703176,-97.7173524390355,-8.795695265970494
SPAC222.03c,-225.25014119428096,-117.31679002977278,-112.27513976158487,-4.341788597076658
SPAC222.19,-159.98154419823769,-84.26742857569272,-78.46556330980356,-2.751447687258576
SPAC222.04c,-188.97251100286425,-97.94974364555135,-96.0773026483263,-5.054535291013366
SPAC222.06,-241.56760426424896,-123.27442524471644,-122.22015975938363,-3.926980739851104
SPAC222.07c,-204.04179384235115,-116.40371235206476,-113.45396062670132,-25.815879136414992
SPAC222.08c,-201.8438785389788,-105.88133776067521,-96.63805780733246,-0.6755170290288675
SPSNRNA.02,-370.5605818782146,-183.8283649224041,-189.73338712187797,-3.0011701660673684
SPAC222.17,-179.50235523328863,-92.48539083231623,-91.30951609280524,-4.292551691832898
SPNCRNA.701,-124.27876306405372,-65.22873134014762,-60.24747837253057,-1.1974466486244637
SPAC222.15,-114.90668299827404,-59.571694066376246,-57.42434797146715,-2.089359039569373
SPAC222.18,-175.43299620954306,-90.32196130432659,-89.35951961487957,-4.2484847096630745
SPAC222.16c,-159.6154582049482,-84.29181425685887,-79.59054776856577,-4.266903820476443
SPAC821.05,-276.1221916921842,-138.82090051987817,-142.51223191898805,-5.210940746682013
SPNCRNA.702,-113.62244400719369,-59.92131784266664,-55.78012290814707,-2.078996743619996
SPAC821.06,-194.03156482561315,-97.80056883691955,-100.76098657895551,-4.529990590261947
SPNCRNA.703,-169.49607917121438,-89.37774639293484,-82.48304012227148,-2.3647073439919377
SPAC821.08c,-266.6467642320964,-138.44127624943982,-133.16682256844047,-4.961334585783902
SPAC821.09,-310.32288782423814,-159.07377218198133,-156.38720392319274,-5.1380882809359605
SPAC821.10c,-327.023844516083,-165.51728917447167,-165.65078864901795,-4.144233307406637
SPAC821.12,-234.103624410324,-121.17437960038315,-117.19936949414587,-4.270124684205086
SPNCRNA.220,-40.97884803629876,-21.482013412060265,-18.69636808224305,0.8004665419954407
SPAC139.01c,-201.68863846176308,-105.32845638070224,-99.22326592658308,-2.8630838455222545
SPNCRNA.704,-144.3243512348822,-75.95938480669838,-69.89706320328149,-1.5320967750976706
SPAC139.02c,-237.98979846113082,-115.7966400629837,-121.93184720657213,0.26131119157503235
SPAC23C4.03,-236.0502709310249,-120.87896892942595,-121.71426916004934,-6.542967158450381
SPAC23C4.05c,-255.03100855840256,-130.17824314478776,-129.94563693180652,-5.092871518191657
SPAC23C4.06c,-204.5640432460849,-106.66903177408514,-104.82714363651951,-6.932132164519743
SPAC23C4.09c,-215.1002483086645,-111.26981230966445,-108.99450458273662,-5.164068583736566
SPAC23C4.10,-179.18753405660667,-93.39527123893927,-89.73699700060352,-3.944734182936117
SPAC23C4.11,-219.0739549495586,-113.50923255657185,-110.75465461194824,-5.189932218961445
SPAC23C4.13,-193.75607163888802,-101.60010054002916,-101.8164045347315,-9.660433435872703
SPAC23C4.14,-187.70846936240716,-97.86865735028832,-91.665488819343,-1.8256768072241985
SPAC23C4.15,-218.52639141795632,-119.0763774094911,-119.25489644805735,-19.80488243959215
SPAC23C4.17,-233.7150959764117,-119.81632600898294,-119.28101264715352,-5.382242679724783
SPAC23C4.18c,-194.17286658390583,-99.07199760025664,-99.8523723830567,-4.751503399407484
SPAC1A6.01c,-182.29033590906863,-95.24835153308021,-92.68113421922186,-5.63914984323344
SPAC1A6.02,-223.55441821129352,-114.98313455673704,-114.72054465631157,-6.1492610017550655
SPAC1A6.03c,-274.3457002312323,-140.3642394015108,-138.5905063913439,-4.609045561622394
SPAC1A6.04c,-285.0844593055926,-145.7104251719788,-146.13072504961633,-6.756690916002526
SPNCRNA.710,-123.49179371748887,-62.742528094460475,-62.56273716989453,-1.813471546866125
SPAC1A6.06c,-133.85152859776107,-67.75186652896296,-66.59831146091736,-0.4986493921192334
SPAC1A6.08c,-142.9711346869614,-70.43929391546794,-71.75385937406158,0.7779813974318871
SPAC30D11.14c,-202.1623345974289,-105.94402596276123,-100.46533938516028,-4.247030750492655
SPATRNASER.01,-246.46080179033092,-122.22041764160248,-128.09012768173204,-3.8497435330036174
SPATRNAMET.01,-172.8239930142659,-84.61940499371231,-91.07259712974785,-2.8680091091942184
SPNCRNA.711,-119.92488815682756,-63.10815027754833,-58.99673364906254,-2.1799957697833316
SPAC30D11.07,-162.42919811896627,-85.61564827003902,-79.46599809243698,-2.6524482435097525
SPAC30D11.06c,-194.25192804741692,-100.2674248675238,-96.2137831613262,-2.2292799814330517
SPAC30D11.05,-191.7257186695998,-100.21595959483084,-91.86628177599889,-0.3565227012299488
SPAC30D11.02c,-106.55572920118742,-52.020504031165856,-56.185773762867115,-1.6505485928455668
SPAC56F8.02,-231.4307974903336,-119.51458678413698,-116.8804180199697,-4.964207313773045
SPAC56F8.04c,-192.7579436283485,-131.90930511754914,-96.64257390777678,-35.79393539697742
SPAC56F8.06c,-187.72639345142517,-98.65681647875459,-91.33642985219022,-2.2668528795196607
SPAC56F8.09,-234.80834994706933,-117.71737493584314,-119.84388383862257,-2.7529088273963684
SPNCRNA.716,-174.80870592957714,-92.50902959239392,-84.44554529602449,-2.14586895884122
SPAC56F8.12,-79.21626749066986,-41.38951769909263,-38.02437858280789,-0.1976287912306418
SPAC56F8.16,-239.1451543043671,-126.13795181071484,-113.97672722639612,-0.9695247327438778
SPAC22A12.02c,-88.08925436176436,-43.28204383178563,-46.21439379884843,-1.4071832688697017
SPAC22A12.04c,-309.0614788597702,-176.5940031460445,-159.6686173694829,-27.201141655757226
SPNCRNA.717,-75.9544086417557,-33.10873085956493,-42.5490140377344,0.29666374445638155
SPAC22A12.07c,-252.3967519723747,-130.7789824646825,-128.55327174798916,-6.935502240296984
SPAC22A12.08c,-219.73522667083554,-115.23761139942377,-107.93764549647966,-3.4400302250679147
SPAC22A12.10,-239.92611712027568,-123.16906537575878,-122.9323073490679,-6.175255604550955
SPAC22A12.09c,-179.60271183729142,-94.53187522984956,-86.15590417981669,-1.0850675723748109
